time,gFx,gFy,gFz,TgF
0.002448229,-0.0160,0.9861,0.0889,0.990
0.003139688,-0.0152,0.9834,0.0972,0.988
0.00353349,-0.0165,0.9803,0.1026,0.986
0.003925,-0.0182,0.9795,0.1104,0.986
0.004230365,-0.0184,0.9778,0.1188,0.985
0.008854948,-0.0201,0.9744,0.1266,0.983
0.009186563,-0.0191,0.9705,0.1344,0.980
0.012314479,-0.0233,0.9729,0.1412,0.983
0.013317084,-0.0265,0.9656,0.1446,0.977
0.015621875,-0.0304,0.9663,0.1478,0.978
0.018978177,-0.0318,0.9641,0.1539,0.977
0.020306979,-0.0311,0.9639,0.1561,0.977
0.022818438,-0.0357,0.9646,0.1605,0.979
0.026121823,-0.0350,0.9624,0.1644,0.977
0.027358229,-0.0372,0.9641,0.1693,0.980
0.030034896,-0.0367,0.9617,0.1705,0.977
0.032138073,-0.0411,0.9600,0.1752,0.977
0.034794115,-0.0396,0.9641,0.1789,0.981
0.037323802,-0.0436,0.9666,0.1820,0.985
0.039047917,-0.0470,0.9668,0.1823,0.985
0.042913282,-0.0487,0.9698,0.1840,0.988
0.043694323,-0.0455,0.9693,0.1862,0.988
0.046556927,-0.0487,0.9742,0.1850,0.993
0.048442448,-0.0497,0.9768,0.1837,0.995
0.05106125,-0.0499,0.9756,0.1854,0.994
0.053188386,-0.0501,0.9808,0.1835,0.999
0.055758646,-0.0526,0.9829,0.1852,1.002
0.058145104,-0.0504,0.9832,0.1884,1.002
0.066301459,-0.0523,0.9832,0.1884,1.002
0.06697349,-0.0509,0.9837,0.1884,1.003
0.067825157,-0.0509,0.9876,0.1930,1.008
0.068359375,-0.0499,0.9895,0.1933,1.009
0.073624115,-0.0509,0.9939,0.1947,1.014
0.074815469,-0.0533,0.9932,0.1952,1.014
0.075319115,-0.0509,0.9976,0.1957,1.018
0.08158099,-0.0482,0.9978,0.1952,1.018
0.082162448,-0.0494,1.0003,0.1945,1.020
0.082679792,-0.0501,0.9983,0.1918,1.018
0.090221146,-0.0511,1.0013,0.1935,1.021
0.09117,-0.0477,1.0049,0.1942,1.025
