time,gFx,gFy,gFz,TgF
2.14497427,-0.0863,0.9165,0.2536,0.955
2.145850468,-0.0875,0.9175,0.2387,0.952
2.146277447,-0.0861,0.9192,0.2319,0.952
2.146720676,-0.0817,0.9219,0.2270,0.953
2.147084062,-0.0817,0.9221,0.2248,0.953
2.14931651,-0.0817,0.9258,0.2208,0.955
2.151221301,-0.0900,0.9277,0.2187,0.957
2.156504947,-0.0949,0.9299,0.2155,0.959
2.157414062,-0.1015,0.9304,0.2111,0.959
2.157884582,-0.1046,0.9326,0.2091,0.961
2.15992276,-0.1080,0.9351,0.2103,0.965
2.163459374,-0.1132,0.9360,0.2101,0.966
2.164671562,-0.1159,0.9321,0.2074,0.962
2.16673677,-0.1188,0.9336,0.2089,0.964
2.169155937,-0.1268,0.9312,0.2143,0.964
2.171649843,-0.1308,0.9285,0.2172,0.962
2.173944114,-0.1381,0.9299,0.2177,0.965
2.17640026,-0.1442,0.9368,0.2221,0.973
2.179858593,-0.1479,0.9356,0.2289,0.974
2.181175572,-0.1550,0.9336,0.2341,0.975
2.183098489,-0.1596,0.9370,0.2380,0.980
2.18567776,-0.1625,0.9397,0.2472,0.985
2.188433697,-0.1669,0.9370,0.2546,0.985
2.190617655,-0.1679,0.9343,0.2599,0.984
2.192693489,-0.1701,0.9319,0.2665,0.984
2.19543901,-0.1747,0.9380,0.2700,0.992
2.197463593,-0.1755,0.9368,0.2744,0.992
2.199457499,-0.1772,0.9348,0.2800,0.992
2.201931874,-0.1784,0.9382,0.2881,0.998
2.204294843,-0.1777,0.9392,0.2932,1.000
2.206585885,-0.1789,0.9397,0.2993,1.002
2.209310572,-0.1747,0.9377,0.3039,1.001
2.212095155,-0.1711,0.9402,0.3120,1.005
2.213575728,-0.1635,0.9407,0.3188,1.007
2.215993801,-0.1554,0.9409,0.3149,1.004
2.218244895,-0.1542,0.9424,0.3174,1.006
2.22134177,-0.1476,0.9465,0.3188,1.010
2.223133645,-0.1410,0.9451,0.3186,1.007
2.226765624,-0.1415,0.9478,0.3176,1.010
2.229955989,-0.1366,0.9546,0.3166,1.015
2.230499426,-0.1290,0.9531,0.3127,1.011
2.233507239,-0.1288,0.9565,0.3066,1.013
2.238841874,-0.1237,0.9612,0.2976,1.014
2.239174166,-0.1205,0.9639,0.2986,1.016
2.239787135,-0.1183,0.9700,0.2956,1.021
2.241760468,-0.1100,0.9703,0.2900,1.019
2.245170624,-0.1102,0.9759,0.2831,1.022
2.246940937,-0.1085,0.9786,0.2831,1.024
2.248787187,-0.1066,0.9776,0.2795,1.022
2.251570989,-0.1046,0.9790,0.2707,1.021
2.253824374,-0.0975,0.9808,0.2692,1.022
2.255757655,-0.0953,0.9847,0.2746,1.027
2.258076822,-0.0922,0.9810,0.2719,1.022
2.263597864,-0.0968,0.9817,0.2734,1.024
2.264006041,-0.0983,0.9815,0.2741,1.024
2.265237707,-0.1039,0.9788,0.2744,1.022
2.270788228,-0.1039,0.9783,0.2744,1.021
2.271227707,-0.0985,0.9761,0.2765,1.019
2.272540572,-0.1071,0.9766,0.2807,1.022
2.274878853,-0.1085,0.9737,0.2807,1.019
2.277945259,-0.1122,0.9695,0.2824,1.016
