time,gFx,gFy,gFz,TgF
0.012003542,-0.0748,0.9536,0.2328,0.984
0.012540625,-0.0756,0.9580,0.2394,0.990
0.01289151,-0.0765,0.9588,0.2453,0.993
0.024541615,-0.0783,0.9558,0.2494,0.991
0.02486401,-0.0783,0.9570,0.2577,0.994
0.025110052,-0.0805,0.9522,0.2602,0.990
0.025329115,-0.0795,0.9536,0.2604,0.992
0.025565365,-0.0839,0.9502,0.2636,0.990
0.027067656,-0.0880,0.9504,0.2643,0.990
0.030140938,-0.0844,0.9480,0.2673,0.989
0.032550833,-0.0883,0.9517,0.2660,0.992
0.034958438,-0.0924,0.9502,0.2636,0.990
0.039652448,-0.0907,0.9507,0.2636,0.991
0.040091458,-0.0919,0.9495,0.2595,0.989
0.042742969,-0.0895,0.9551,0.2595,0.994
0.04712651,-0.0878,0.9568,0.2577,0.995
0.047620833,-0.0900,0.9546,0.2558,0.992
0.047947917,-0.0895,0.9522,0.2555,0.990
0.05058151,-0.0861,0.9536,0.2516,0.990
0.05291375,-0.0858,0.9512,0.2529,0.988
0.055906094,-0.0819,0.9539,0.2499,0.989
0.058721823,-0.0839,0.9558,0.2514,0.992
0.061093802,-0.0814,0.9590,0.2524,0.995
0.062603594,-0.0827,0.9585,0.2521,0.995
0.065116927,-0.0805,0.9610,0.2497,0.996
0.06796776,-0.0765,0.9568,0.2551,0.993
0.070807448,-0.0773,0.9588,0.2553,0.995
0.071670625,-0.0765,0.9588,0.2551,0.995
0.075861875,-0.0736,0.9607,0.2575,0.997
0.083079531,-0.0770,0.9622,0.2595,1.000
0.083741302,-0.0756,0.9641,0.2592,1.001
0.084200417,-0.0751,0.9644,0.2604,1.002
0.084675156,-0.0746,0.9654,0.2617,1.003
0.086924948,-0.0756,0.9710,0.2629,1.009
0.089150677,-0.0756,0.9703,0.2648,1.009
0.091076771,-0.0790,0.9727,0.2653,1.011
0.093550781,-0.0729,0.9710,0.2648,1.009
0.095272604,-0.0770,0.9693,0.2665,1.008
0.098781094,-0.0761,0.9739,0.2641,1.012
0.101209792,-0.0751,0.9715,0.2646,1.010
0.10225776,-0.0756,0.9761,0.2653,1.014
0.105186094,-0.0773,0.9734,0.2643,1.012
0.108872969,-0.0783,0.9732,0.2668,1.012
0.114715885,-0.0790,0.9756,0.2629,1.014
0.115429948,-0.0773,0.9727,0.2621,1.010
0.115844063,-0.0802,0.9705,0.2587,1.008
0.116917292,-0.0770,0.9756,0.2590,1.012
0.123771146,-0.0775,0.9720,0.2565,1.008
0.124599375,-0.0787,0.9744,0.2577,1.011
0.125021198,-0.0780,0.9727,0.2577,1.009
0.1313,-0.0802,0.9715,0.2568,1.008
0.131945417,-0.0802,0.9685,0.2534,1.004
0.132324844,-0.0797,0.9673,0.2541,1.003
0.134206927,-0.0814,0.9678,0.2526,1.004
0.135854271,-0.0797,0.9703,0.2536,1.006
0.138862604,-0.0802,0.9683,0.2524,1.004
0.141113906,-0.0814,0.9641,0.2531,1.000
0.144140365,-0.0807,0.9654,0.2548,1.002
0.145660156,-0.0844,0.9639,0.2531,1.000
0.146573906,-0.0834,0.9627,0.2551,0.999
0.150829687,-0.0817,0.9585,0.2565,0.996
0.15143974,-0.0809,0.9570,0.2553,0.994
0.153783021,-0.0805,0.9561,0.2570,0.993
0.1572875,-0.0812,0.9578,0.2590,0.995
0.159237604,-0.0790,0.9568,0.2570,0.994
0.160944062,-0.0763,0.9548,0.2558,0.991
0.163868125,-0.0768,0.9534,0.2568,0.990
0.167302812,-0.0770,0.9551,0.2587,0.993
0.16981099,-0.0765,0.9534,0.2604,0.991
0.171226771,-0.0719,0.9583,0.2573,0.995
0.173832969,-0.0756,0.9541,0.2599,0.992
0.175814635,-0.0758,0.9529,0.2597,0.991
0.177595,-0.0758,0.9526,0.2582,0.990
0.18029651,-0.0758,0.9570,0.2595,0.994
