time,gFx,gFy,gFz,TgF
0.752613385,-0.1872,0.9624,0.6784,1.192
0.753616615,-0.1156,0.9187,0.5800,1.093
0.754093125,-0.0619,0.8957,0.5023,1.029
0.754602604,-0.0233,0.8850,0.4344,0.986
0.75850151,-0.0032,0.8850,0.3840,0.965
0.761401042,0.0043,0.8935,0.3408,0.956
0.76447599,0.0041,0.9111,0.3142,0.964
0.766357083,0.0041,0.9238,0.2934,0.969
0.770336458,0.0041,0.9238,0.2934,0.969
0.770735521,-0.0049,0.9482,0.2580,0.983
0.785834062,-0.0135,0.9615,0.2409,0.991
0.786593177,-0.0169,0.9651,0.2250,0.991
0.787165521,-0.0223,0.9651,0.2096,0.988
0.787642708,-0.0274,0.9639,0.1950,0.984
0.78812125,-0.0291,0.9629,0.1762,0.979
0.788626198,-0.0296,0.9598,0.1608,0.974
0.789211667,-0.0294,0.9585,0.1410,0.969
0.789711562,-0.0311,0.9519,0.1183,0.960
0.790232812,-0.0335,0.9570,0.1031,0.963
0.790725104,-0.0338,0.9598,0.0880,0.964
0.79149526,-0.0365,0.9620,0.0692,0.965
0.79385901,-0.0343,0.9661,0.0559,0.968
0.795058802,-0.0384,0.9712,0.0428,0.973
0.797503854,-0.0382,0.9776,0.0335,0.979
0.799936823,-0.0350,0.9739,0.0284,0.975
0.80210625,-0.0387,0.9781,0.0242,0.979
0.804395885,-0.0338,0.9803,0.0232,0.981
0.806700364,-0.0340,0.9827,0.0213,0.984
0.810355729,-0.0355,0.9793,0.0271,0.980
0.811698229,-0.0372,0.9810,0.0323,0.982
0.813736875,-0.0416,0.9844,0.0401,0.986
0.816197656,-0.0401,0.9878,0.0484,0.990
0.818722083,-0.0438,0.9864,0.0594,0.989
0.820845729,-0.0436,0.9873,0.0699,0.991
0.823448594,-0.0470,0.9900,0.0814,0.994
0.8270275,-0.0455,0.9898,0.0943,0.995
0.827865208,-0.0487,0.9876,0.1063,0.994
0.830301823,-0.0514,0.9883,0.1210,0.997
0.833032656,-0.0519,0.9861,0.1344,0.997
0.835405312,-0.0545,0.9895,0.1476,1.002
0.837599583,-0.0560,0.9869,0.1617,1.002
0.839895364,-0.0545,0.9891,0.1779,1.006
0.844130521,-0.0602,0.9871,0.1937,1.008
0.845150937,-0.0614,0.9873,0.2113,1.012
0.846773021,-0.0614,0.9849,0.2289,1.013
0.84951625,-0.0616,0.9817,0.2482,1.014
0.853050208,-0.0616,0.9832,0.2656,1.020
0.854342031,-0.0614,0.9800,0.2807,1.021
0.856287604,-0.0636,0.9761,0.2978,1.023
0.858864427,-0.0626,0.9734,0.3108,1.024
0.86110276,-0.0616,0.9744,0.3252,1.029
0.863524062,-0.0663,0.9705,0.3347,1.029
0.865605,-0.0599,0.9685,0.3432,1.029
0.872562812,-0.0614,0.9666,0.3535,1.031
0.873165677,-0.0597,0.9681,0.3601,1.035
0.87368125,-0.0526,0.9666,0.3572,1.032
0.875236667,-0.0521,0.9639,0.3567,1.029
0.880655156,-0.0455,0.9600,0.3525,1.024
0.881244792,-0.0455,0.9598,0.3518,1.023
0.882020833,-0.0443,0.9580,0.3450,1.019
0.885839427,-0.0455,0.9588,0.3371,1.017
0.886699427,-0.0428,0.9573,0.3308,1.014
0.888817917,-0.0392,0.9539,0.3225,1.008
0.891738333,-0.0374,0.9602,0.3117,1.010
0.893815521,-0.0399,0.9588,0.3042,1.007
0.895864844,-0.0384,0.9558,0.2976,1.002
0.898185989,-0.0392,0.9583,0.2917,1.002
0.901464531,-0.0418,0.9615,0.2866,1.004
0.903254323,-0.0411,0.9637,0.2797,1.004
0.905308437,-0.0396,0.9644,0.2729,1.003
0.907987864,-0.0406,0.9620,0.2656,0.999
0.910411823,-0.0404,0.9627,0.2629,0.999
0.9126375,-0.0399,0.9624,0.2565,0.997
0.915564531,-0.0384,0.9629,0.2509,0.996
0.917749375,-0.0396,0.9617,0.2465,0.994
0.919524479,-0.0401,0.9634,0.2416,0.994
0.921665521,-0.0414,0.9654,0.2358,0.995
0.924251302,-0.0426,0.9661,0.2333,0.995
0.926357656,-0.0443,0.9678,0.2262,0.995
0.928850469,-0.0428,0.9641,0.2240,0.991
0.931332864,-0.0418,0.9685,0.2230,0.995
0.934168281,-0.0453,0.9678,0.2211,0.994
0.935947812,-0.0475,0.9700,0.2226,0.996
0.938255104,-0.0477,0.9703,0.2213,0.996
0.940731875,-0.0501,0.9737,0.2211,1.000
0.943126875,-0.0489,0.9727,0.2250,1.000
0.945386719,-0.0492,0.9751,0.2240,1.002
0.947659635,-0.0477,0.9756,0.2243,1.002
0.951244375,-0.0499,0.9754,0.2233,1.002
0.952521771,-0.0494,0.9742,0.2238,1.001
0.954703698,-0.0509,0.9742,0.2240,1.001
0.95994,-0.0484,0.9756,0.2260,1.003
0.960682812,-0.0470,0.9756,0.2265,1.003
0.961970312,-0.0477,0.9744,0.2257,1.001
0.964267448,-0.0492,0.9744,0.2274,1.002
0.968041354,-0.0543,0.9749,0.2294,1.003
0.968742812,-0.0492,0.9773,0.2296,1.005
0.97124776,-0.0514,0.9727,0.2324,1.001
0.973880833,-0.0511,0.9756,0.2358,1.005
0.980488542,-0.0511,0.9732,0.2363,1.003
0.981613177,-0.0528,0.9744,0.2380,1.004
0.982600417,-0.0519,0.9756,0.2409,1.006
0.983563906,-0.0514,0.9754,0.2404,1.006
0.987723594,-0.0489,0.9768,0.2394,1.007
0.988391875,-0.0504,0.9773,0.2411,1.008
0.990721354,-0.0494,0.9761,0.2404,1.006
0.992844583,-0.0501,0.9746,0.2419,1.005
0.994575885,-0.0460,0.9729,0.2424,1.004
0.996929114,-0.0494,0.9734,0.2433,1.005
1.00021526,-0.0514,0.9700,0.2443,1.002
1.001544948,-0.0494,0.9756,0.2433,1.007
1.00390125,-0.0499,0.9742,0.2455,1.006
1.006657291,-0.0458,0.9710,0.2480,1.003
1.009022864,-0.0482,0.9742,0.2451,1.006
1.011201041,-0.0477,0.9700,0.2451,1.002
1.013685,-0.0482,0.9695,0.2468,1.002
1.019841771,-0.0460,0.9717,0.2490,1.004
1.020483385,-0.0445,0.9705,0.2499,1.003
1.020972239,-0.0433,0.9678,0.2507,1.001
1.023342344,-0.0467,0.9685,0.2519,1.002
1.02960625,-0.0460,0.9685,0.2531,1.002
1.030187708,-0.0455,0.9693,0.2497,1.002
1.030606354,-0.0462,0.9659,0.2551,1.000
1.03515,-0.0482,0.9678,0.2587,1.003
1.035671302,-0.0445,0.9668,0.2607,1.002
1.03689,-0.0440,0.9668,0.2612,1.002
1.039424739,-0.0472,0.9646,0.2636,1.001
1.042145,-0.0494,0.9639,0.2639,1.001
1.044004531,-0.0477,0.9617,0.2653,0.999
1.046209583,-0.0467,0.9610,0.2646,0.998
1.049015104,-0.0465,0.9605,0.2648,0.997
1.051576719,-0.0470,0.9595,0.2663,0.997
1.053341666,-0.0484,0.9627,0.2651,1.000
1.055749635,-0.0443,0.9639,0.2651,1.001
1.058447396,-0.0462,0.9615,0.2673,0.999
1.061356198,-0.0431,0.9646,0.2629,1.001
1.062573281,-0.0426,0.9683,0.2626,1.004
1.065234687,-0.0426,0.9693,0.2597,1.004
