time,gFx,gFy,gFz,TgF
0.445169322,-0.0409,0.8894,0.3147,0.944
0.445723645,-0.0433,0.8918,0.3061,0.944
0.448045833,-0.0426,0.9084,0.3230,0.965
0.450382187,-0.0475,0.9146,0.2944,0.962
0.452592187,-0.0541,0.9150,0.2756,0.957
0.455048801,-0.0458,0.9077,0.2714,0.949
0.457398333,-0.0472,0.9011,0.2795,0.945
0.459750781,-0.0440,0.8974,0.2878,0.943
0.462112291,-0.0450,0.8940,0.2973,0.943
0.464452864,-0.0445,0.8933,0.3103,0.947
0.466580833,-0.0423,0.8889,0.3288,0.949
0.469005208,-0.0145,0.8945,0.3572,0.963
0.471513176,-0.0296,0.9092,0.3645,0.980
0.473780051,-0.0511,0.9109,0.3836,0.990
0.476318801,-0.0636,0.9160,0.4143,1.007
0.478815729,-0.0670,0.9172,0.4329,1.016
0.480902916,-0.0716,0.9084,0.4456,1.014
0.482959531,-0.0724,0.8977,0.4573,1.010
0.485288801,-0.0753,0.8884,0.4674,1.007
0.487828385,-0.0778,0.8825,0.4735,1.005
0.489853801,-0.0792,0.8728,0.4754,0.997
0.492427864,-0.0719,0.8664,0.4798,0.993
0.494703489,-0.0628,0.8598,0.4818,0.988
0.496998437,-0.0572,0.8601,0.4805,0.987
0.499314114,-0.0531,0.8650,0.4808,0.991
0.50186677,-0.0506,0.8718,0.4818,0.997
0.504401458,-0.0484,0.8816,0.4801,1.005
0.506633124,-0.0487,0.8869,0.4786,1.009
0.509025051,-0.0465,0.8877,0.4779,1.009
0.511381874,-0.0433,0.8913,0.4757,1.011
0.513693281,-0.0455,0.8947,0.4727,1.013
0.516327395,-0.0458,0.8903,0.4730,1.009
0.518618593,-0.0443,0.8923,0.4710,1.010
0.520834218,-0.0477,0.8921,0.4698,1.009
0.52274401,-0.0421,0.8901,0.4693,1.007
0.525411301,-0.0458,0.8867,0.4696,1.004
0.527548176,-0.0504,0.8877,0.4696,1.005
0.530213645,-0.0504,0.8855,0.4742,1.006
0.532601979,-0.0531,0.8825,0.4744,1.003
0.534679374,-0.0506,0.8855,0.4747,1.006
0.537331041,-0.0541,0.8847,0.4776,1.007
0.540874843,-0.0499,0.8825,0.4776,1.005
0.54364776,-0.0514,0.8781,0.4764,1.000
0.544689999,-0.0501,0.8777,0.4769,1.000
0.546937291,-0.0482,0.8806,0.4715,1.000
