time,gFx,gFy,gFz,TgF
6.7375E-4,-0.0582,1.0113,0.0848,1.016
8.93594E-4,-0.0560,1.0079,0.0865,1.013
0.002939427,-0.0504,1.0074,0.0902,1.013
0.005700157,-0.0453,1.0069,0.0926,1.012
0.0088225,-0.0426,1.0057,0.1004,1.012
0.01061224,-0.0406,1.0010,0.1051,1.007
0.012831823,-0.0411,1.0008,0.1107,1.008
0.01529625,-0.0355,1.0037,0.1168,1.011
0.017600417,-0.0245,1.0008,0.1219,1.008
0.019352552,-0.0091,0.9978,0.1297,1.006
0.022149167,0.0112,0.9952,0.1141,1.002
0.024276563,0.0012,0.9974,0.1068,1.003
0.026770834,-0.0103,1.0032,0.1077,1.009
0.029243594,-0.0132,1.0030,0.1094,1.009
0.031325209,-0.0201,1.0054,0.1116,1.012
0.033811042,-0.0282,1.0074,0.1112,1.014
0.036119427,-0.0301,1.0081,0.1166,1.015
0.038511719,-0.0306,1.0074,0.1249,1.016
0.040843438,-0.0311,1.0066,0.1322,1.016
0.043251615,-0.0287,1.0093,0.1410,1.020
0.045271406,-0.0279,1.0088,0.1493,1.020
0.047658906,-0.0291,1.0118,0.1546,1.024
0.050251302,-0.0367,1.0279,0.1627,1.041
0.052621511,-0.0357,1.0289,0.1708,1.044
0.055567709,-0.0260,1.0264,0.1749,1.042
0.057455156,-0.0274,1.0213,0.1796,1.037
0.059649948,-0.0284,1.0216,0.1835,1.038
0.062141615,-0.0226,1.0201,0.1876,1.037
0.064062917,-0.0191,1.0167,0.1901,1.034
0.066341354,-0.0184,1.0162,0.1945,1.035
0.068615156,-0.0191,1.0147,0.2018,1.035
0.071372709,-0.0172,1.0098,0.2035,1.030
0.073378594,-0.0118,1.0086,0.2072,1.030
0.075691406,-0.0128,1.0039,0.2086,1.025
0.078026563,-0.0125,1.0003,0.2116,1.022
0.080471354,-0.0137,0.9956,0.2150,1.019
0.083107396,-0.0160,0.9947,0.2165,1.018
0.085450834,-0.0169,0.9996,0.2179,1.023
0.087870261,-0.0248,0.9915,0.2179,1.015
0.090205156,-0.0257,0.9981,0.2182,1.022
0.092580781,-0.0318,0.9883,0.2182,1.013
0.095197656,-0.0331,0.9895,0.2187,1.014
0.096984792,-0.0353,0.9891,0.2140,1.013
0.099554531,-0.0377,0.9856,0.2150,1.010
0.102028177,-0.0445,0.9839,0.2143,1.008
0.103884271,-0.0482,0.9837,0.2118,1.007
0.106213281,-0.0465,0.9795,0.2094,1.003
0.108924427,-0.0487,0.9795,0.2089,1.003
0.111311979,-0.0526,0.9847,0.2062,1.007
0.113395313,-0.0550,0.9842,0.2042,1.007
0.115992292,-0.0550,0.9827,0.2018,1.005
0.118329323,-0.0558,0.9805,0.2001,1.002
0.120302709,-0.0599,0.9839,0.1996,1.006
0.122634063,-0.0602,0.9820,0.1942,1.003
0.125100417,-0.0597,0.9864,0.1935,1.007
0.127300573,-0.0621,0.9822,0.1923,1.003
0.12980724,-0.0602,0.9810,0.1901,1.001
0.132430729,-0.0616,0.9844,0.1886,1.004
0.134974063,-0.0653,0.9861,0.1852,1.005
0.137628177,-0.0624,0.9893,0.1840,1.008
0.139508594,-0.0570,0.9842,0.1810,1.002
0.141757344,-0.0575,0.9847,0.1784,1.002
0.144068229,-0.0560,0.9810,0.1781,0.999
0.146252292,-0.0548,0.9793,0.1771,0.997
0.148852396,-0.0511,0.9776,0.1754,0.995
0.151213854,-0.0531,0.9783,0.1774,0.996
0.154509688,-0.0511,0.9749,0.1774,0.992
0.155930886,-0.0519,0.9754,0.1759,0.992
0.158267188,-0.0494,0.9773,0.1764,0.994
0.160583021,-0.0536,0.9722,0.1786,0.990
0.162663959,-0.0550,0.9746,0.1749,0.992
0.165314063,-0.0580,0.9685,0.1774,0.986
0.167614115,-0.0582,0.9690,0.1759,0.987
0.170345469,-0.0650,0.9729,0.1798,0.992
0.172323542,-0.0614,0.9676,0.1781,0.986
0.174878802,-0.0626,0.9651,0.1757,0.983
0.177090209,-0.0650,0.9646,0.1774,0.983
0.179186615,-0.0648,0.9637,0.1793,0.982
0.181732604,-0.0631,0.9634,0.1786,0.982
