gFx,gFy,gFz
-0.0135,0.6913,0.7351
-0.0118,0.6922,0.7348
-0.0069,0.6935,0.7314
-0.0125,0.6918,0.7309
-0.0089,0.6915,0.7309
-0.0145,0.6927,0.729
-0.0125,0.6922,0.7268
-0.0098,0.6913,0.727
-0.0081,0.69,0.7236
-0.0064,0.6905,0.7253
-0.0052,0.6925,0.7241
-0.0067,0.6891,0.7275
-0.0052,0.6893,0.7248
-0.004,0.6903,0.7246
-0.0052,0.6915,0.7256
-0.0064,0.6898,0.7273
-0.0067,0.6874,0.7275
-0.0052,0.6888,0.7283
-0.0081,0.6905,0.7324
-0.0101,0.6871,0.7312
-0.0096,0.6886,0.7307
-0.0096,0.6847,0.7326
-0.0093,0.6834,0.7326
-0.0108,0.6813,0.7351
-0.012,0.6832,0.7366
-0.012,0.682,0.74
-0.0123,0.6766,0.7363
-0.0145,0.6769,0.739
-0.0165,0.6795,0.739
-0.0167,0.6764,0.74
-0.0194,0.6783,0.7397
-0.0179,0.6764,0.7414
-0.014,0.6756,0.7402
-0.0172,0.6761,0.7373
-0.0174,0.6756,0.7346
-0.0172,0.6776,0.7346
-0.0179,0.6791,0.7329
-0.015,0.6817,0.7346
-0.0142,0.6788,0.7366
-0.0142,0.683,0.7341
-0.0189,0.683,0.7341
-0.0186,0.683,0.7356
-0.0179,0.6839,0.7363
-0.0194,0.683,0.7361
-0.0184,0.683,0.7346
-0.0165,0.6832,0.7366
-0.0179,0.6859,0.7383
-0.0165,0.6861,0.7346
-0.014,0.6837,0.7351
-0.0145,0.6815,0.7402
-0.015,0.682,0.7366
-0.0165,0.6837,0.7383
-0.0172,0.6834,0.7388
-0.0169,0.6825,0.7373
-0.0165,0.6844,0.7392
-0.0157,0.6827,0.7373
-0.0179,0.6813,0.7407
-0.0196,0.682,0.7414
-0.0218,0.683,0.7414
-0.0228,0.6825,0.7464
-0.0221,0.6834,0.7451
-0.023,0.6839,0.7449
-0.0252,0.682,0.7468
-0.0245,0.6837,0.75
-0.0255,0.6861,0.7478
-0.0226,0.6827,0.7466
-0.0262,0.6822,0.7476
-0.0269,0.682,0.7464
-0.0269,0.6803,0.7471
-0.0238,0.6813,0.7464
-0.026,0.6803,0.7483
-0.0228,0.6808,0.7503
-0.0238,0.6805,0.7488
-0.0272,0.6842,0.7483
-0.0233,0.6839,0.7483
-0.0228,0.683,0.7478
-0.026,0.6847,0.7466
-0.0194,0.6822,0.7468
-0.0221,0.6874,0.7439
-0.0196,0.6832,0.7431
-0.0172,0.6832,0.7424
-0.0177,0.6844,0.7456
-0.0152,0.6859,0.7441
-0.0165,0.6839,0.7402
-0.0191,0.6866,0.7436
-0.0167,0.6871,0.7427
-0.0165,0.6839,0.7431
-0.0196,0.6854,0.741
-0.0169,0.6859,0.7441
-0.0157,0.6861,0.7434
-0.0189,0.6856,0.7417
-0.0194,0.6847,0.7417
-0.016,0.682,0.7468
-0.0152,0.6844,0.7436
-0.0169,0.6832,0.7441
-0.0165,0.6849,0.7444
-0.0152,0.6854,0.7424
-0.0128,0.6839,0.7402
-0.0115,0.6827,0.7414
-0.013,0.682,0.738
-0.0135,0.6817,0.7385
-0.0106,0.682,0.7392
-0.011,0.6781,0.7375
-0.0123,0.6827,0.7368
-0.0084,0.6815,0.7331
-0.0079,0.6813,0.7353
-0.0093,0.6837,0.7312
-0.0098,0.6866,0.7287
-0.0113,0.6832,0.7273
-0.0108,0.6866,0.7265
-0.0103,0.6871,0.7256
-0.0106,0.6881,0.7273
-0.014,0.6861,0.7253
-0.0128,0.6866,0.7217
-0.0162,0.6847,0.7204
-0.0152,0.6842,0.7187
-0.0177,0.6839,0.7165
-0.0194,0.682,0.717
-0.0184,0.6854,0.7141
-0.0211,0.683,0.7143
-0.0233,0.6808,0.7146
-0.0235,0.6805,0.7134
-0.0248,0.6825,0.7148
-0.0262,0.681,0.716
-0.0291,0.6827,0.7141
-0.0279,0.6825,0.7141
-0.0279,0.6842,0.7163
-0.0301,0.682,0.7178
-0.0282,0.6808,0.7185
-0.0267,0.6795,0.72
-0.0252,0.6778,0.7202
-0.0228,0.6778,0.72
-0.0233,0.6813,0.7226
-0.0238,0.6844,0.7236
-0.0221,0.6876,0.7236
-0.026,0.6861,0.7265
-0.0245,0.6896,0.7263
-0.0223,0.6881,0.7287
-0.0213,0.6883,0.7283
-0.0206,0.69,0.7314
-0.0201,0.693,0.7287
-0.0191,0.6949,0.7295
-0.0184,0.6927,0.7309
-0.0172,0.6935,0.7292
-0.0152,0.6947,0.7334
-0.0135,0.6932,0.7344
-0.0113,0.6927,0.7346
-0.0125,0.6957,0.7358
-0.0084,0.6952,0.7397
-0.0118,0.6881,0.741
-0.012,0.6842,0.7407
-0.0128,0.6871,0.739
-0.0157,0.6896,0.7451
-0.013,0.6896,0.7461
-0.0184,0.6918,0.7464
-0.0186,0.6903,0.7478
-0.023,0.6883,0.7493
-0.0238,0.6866,0.7493
-0.0291,0.6866,0.7493
-0.0269,0.6847,0.7498
-0.0301,0.681,0.7505
-0.0284,0.681,0.7529
-0.0306,0.6778,0.7522
-0.0309,0.6766,0.7529
-0.0299,0.6776,0.7534
-0.0291,0.6776,0.7539
-0.0301,0.6751,0.7534
-0.0328,0.6739,0.7532
-0.0311,0.6717,0.7534
-0.0304,0.6744,0.7517
-0.0301,0.6754,0.7478
-0.0265,0.6732,0.7464
-0.0284,0.6761,0.7453
-0.0274,0.6756,0.7395
-0.026,0.6788,0.7358
-0.025,0.6808,0.7344
-0.0262,0.6815,0.7322
-0.025,0.6793,0.729
-0.024,0.6795,0.7295
-0.0245,0.682,0.7287
-0.0252,0.6847,0.7268
-0.0177,0.6795,0.7251
-0.0172,0.6786,0.7222
-0.0208,0.6773,0.7204
-0.0184,0.6791,0.7229
-0.0184,0.6861,0.7226
-0.0221,0.6896,0.7219
-0.0201,0.6935,0.7275
-0.0194,0.6903,0.7292
-0.0211,0.6893,0.7336
-0.0226,0.6883,0.7353
-0.023,0.6898,0.7397
-0.0252,0.6866,0.7414
-0.0235,0.6859,0.7446
-0.0252,0.6842,0.7449
-0.0282,0.6864,0.7449
-0.0255,0.683,0.7488
-0.026,0.6815,0.7525
-0.0255,0.6781,0.752
-0.0235,0.6815,0.7564
-0.0216,0.6798,0.7586
-0.0223,0.6764,0.7634
-0.0211,0.6751,0.7634
-0.0206,0.6749,0.7664
-0.016,0.6756,0.7659
-0.0172,0.6732,0.7671
-0.0172,0.6732,0.7649
-0.0174,0.673,0.7664
-0.0179,0.6732,0.7642
-0.0201,0.6744,0.7588
-0.0186,0.6795,0.7566
-0.0184,0.6773,0.7554
-0.0152,0.6761,0.7539
-0.0165,0.6764,0.7488
-0.0186,0.6786,0.75
-0.011,0.6798,0.7488
-0.0113,0.6788,0.7451
-0.0091,0.6764,0.74
-0.011,0.682,0.7388
-0.012,0.6786,0.7368
-0.0106,0.6805,0.7326
-0.0098,0.6815,0.7361
-0.0074,0.6825,0.7329
-0.0047,0.681,0.7329
-0.0052,0.6834,0.7356
-0.0052,0.682,0.7356
-0.0069,0.6827,0.7373
-0.0054,0.6839,0.7366
-0.0093,0.683,0.739
-0.0062,0.6827,0.7431
-0.0101,0.6813,0.7414
-0.0118,0.6795,0.7441
-0.0086,0.6793,0.7464
-0.0103,0.6761,0.7481
-0.0152,0.6781,0.7488
-0.0167,0.6781,0.751
-0.014,0.6751,0.7539
-0.014,0.6751,0.7522
-0.016,0.6742,0.752
-0.0154,0.6722,0.7534
-0.0157,0.6737,0.7554
-0.0142,0.6737,0.7564
-0.0157,0.6737,0.7566
-0.0162,0.6732,0.7583
-0.0165,0.6727,0.7564
-0.0191,0.6761,0.7539
-0.0182,0.6727,0.7547
-0.0157,0.6739,0.7527
-0.0174,0.6734,0.7517
-0.0162,0.6761,0.7534
-0.0172,0.6697,0.7505
-0.015,0.6744,0.7495
-0.0135,0.6754,0.7449
-0.0167,0.6761,0.7441
-0.016,0.6776,0.7466
-0.0157,0.6754,0.7456
-0.0184,0.6739,0.7439
-0.0162,0.6781,0.7422
-0.0189,0.6788,0.7419
-0.0157,0.6766,0.7402
-0.0169,0.6769,0.7368
-0.0145,0.6761,0.7373
-0.0162,0.6793,0.7348
-0.0199,0.6822,0.7339
-0.0204,0.6813,0.7383
-0.0189,0.6815,0.737
-0.0179,0.6834,0.7395
-0.0191,0.6849,0.7397
-0.0177,0.6813,0.74
-0.013,0.6844,0.7395
-0.0154,0.6856,0.7395
-0.0184,0.6859,0.7383
-0.0186,0.6834,0.7383
-0.0179,0.68,0.7434
-0.0174,0.6839,0.74
-0.0184,0.6822,0.7431
-0.0169,0.6813,0.7436
-0.0174,0.6808,0.7453
-0.0201,0.6793,0.7456
-0.0211,0.68,0.7478
-0.0204,0.6795,0.7459
-0.0204,0.6766,0.7461
-0.0191,0.6795,0.7476
-0.0206,0.6786,0.7461
-0.0189,0.6783,0.7481
-0.0206,0.681,0.7488
-0.0194,0.6783,0.751
-0.0184,0.68,0.7498
-0.0194,0.6771,0.7459
-0.0223,0.6761,0.7453
-0.024,0.6793,0.7464
-0.0216,0.6793,0.7456
-0.0218,0.6788,0.7446
-0.0252,0.6744,0.7446
-0.0252,0.6781,0.7441
-0.0265,0.6793,0.7434
-0.0272,0.6781,0.7429
-0.0238,0.6783,0.7414
-0.0238,0.6781,0.7422
-0.0279,0.6761,0.7422
-0.026,0.6725,0.7422
-0.0243,0.6766,0.7395
-0.0235,0.6769,0.7436
-0.0255,0.6737,0.7414
-0.0269,0.6747,0.7429
-0.0262,0.6769,0.7431
-0.0284,0.6754,0.7407
-0.0248,0.6756,0.7466
-0.0223,0.6747,0.7449
-0.0262,0.6751,0.7446
-0.0252,0.6773,0.7427
-0.0223,0.6761,0.7449
-0.023,0.6759,0.7468
-0.0245,0.6791,0.7459
-0.0216,0.6788,0.7471
-0.0221,0.6781,0.7466
-0.0255,0.68,0.7444
-0.0243,0.6808,0.7444
-0.0228,0.6791,0.7449
-0.0216,0.6793,0.7476
-0.025,0.683,0.7402
-0.0223,0.6805,0.7434
-0.0252,0.6817,0.7361
-0.0223,0.6813,0.7375
-0.0235,0.6803,0.7346
-0.0238,0.6798,0.7363
-0.0233,0.6822,0.7375
-0.0243,0.6805,0.7402
-0.0279,0.6805,0.737
-0.0252,0.6808,0.738
-0.023,0.6791,0.738
-0.0289,0.681,0.7388
-0.024,0.681,0.7397
-0.0277,0.683,0.7375
-0.0248,0.6842,0.7407
-0.0248,0.6805,0.7414
-0.0218,0.6808,0.738
-0.0216,0.6786,0.7356
-0.0206,0.68,0.7375
-0.0204,0.6803,0.7378
-0.0211,0.6803,0.7378
-0.0191,0.6856,0.7356
-0.0191,0.6825,0.738
-0.0182,0.6839,0.7356
-0.015,0.6856,0.7348
-0.0145,0.6874,0.7331
-0.0113,0.6869,0.7334
-0.0115,0.6864,0.7331
-0.0162,0.6854,0.7314
-0.014,0.6852,0.7331
-0.0098,0.6842,0.7353
-0.0081,0.6837,0.738
-0.0118,0.6827,0.7312
-0.0067,0.6856,0.7319
-0.0086,0.683,0.7358
-0.0047,0.6854,0.7375
-0.0071,0.6847,0.7385
-0.0086,0.6854,0.7392
-0.0103,0.6876,0.7395
-0.0106,0.6881,0.7405
-0.012,0.6847,0.74
-0.0118,0.6847,0.7431
-0.011,0.6852,0.7422
-0.0137,0.6861,0.7431
-0.0084,0.6859,0.7424
-0.0049,0.6869,0.75
-0.0103,0.6856,0.7414
-0.016,0.6847,0.7434
-0.0174,0.6839,0.7453
-0.0142,0.6839,0.7434
-0.015,0.6839,0.749
-0.015,0.6827,0.7466
-0.0152,0.682,0.7481
-0.0147,0.6813,0.7498
-0.0194,0.6837,0.7525
-0.015,0.6827,0.7507
-0.0152,0.6788,0.7486
-0.0132,0.6769,0.749
-0.015,0.6764,0.7488
-0.0179,0.6786,0.7481
-0.0169,0.6759,0.7471
-0.0169,0.6783,0.7451
-0.0177,0.6783,0.7431
-0.0147,0.6808,0.7414
-0.0177,0.681,0.7427
-0.0132,0.6793,0.749
-0.0145,0.6817,0.7431
-0.0194,0.6791,0.7414
-0.0235,0.681,0.7375
-0.0252,0.6817,0.7392
-0.0201,0.683,0.7414
-0.0191,0.6834,0.7412
-0.0228,0.68,0.7392
-0.0199,0.6822,0.7446
-0.0169,0.682,0.7392
-0.0252,0.6834,0.7373
-0.0226,0.6849,0.7378
-0.0206,0.6808,0.7392
-0.0199,0.6847,0.739
-0.0199,0.6827,0.7388
-0.0194,0.6827,0.7378
-0.0208,0.6844,0.7392
-0.0189,0.6847,0.7419
-0.0177,0.6837,0.741
-0.0169,0.681,0.7385
-0.0154,0.6842,0.7424
-0.0174,0.6881,0.7385
-0.0167,0.6859,0.7395
-0.0177,0.6822,0.7363
-0.0172,0.6805,0.74
-0.0184,0.6803,0.7397
-0.0201,0.681,0.7373
-0.0189,0.6803,0.737
-0.0213,0.6813,0.7378
-0.023,0.6844,0.7397
-0.0204,0.681,0.7385
-0.024,0.683,0.7395
-0.0223,0.6825,0.7407
-0.025,0.6871,0.7419
-0.0282,0.6837,0.7405
-0.0248,0.6817,0.7407
-0.0208,0.6825,0.7456
-0.0235,0.6837,0.7417
-0.0277,0.6883,0.7419
-0.025,0.6869,0.7429
-0.0262,0.6876,0.7417
-0.0257,0.6864,0.7444
-0.0206,0.6893,0.7478
-0.0226,0.6898,0.7402
-0.0238,0.6883,0.738
-0.0238,0.6883,0.7388
-0.023,0.6878,0.738
-0.0179,0.6883,0.741
-0.0177,0.69,0.7358
-0.0245,0.6937,0.7302
-0.0199,0.6903,0.7348
-0.0223,0.6915,0.7273
-0.0272,0.6898,0.7283
-0.0194,0.6888,0.7324
-0.0257,0.6952,0.7265
-0.0235,0.693,0.7263
-0.026,0.6891,0.7256
-0.0218,0.6908,0.729
-0.0255,0.6918,0.7275
-0.0235,0.6913,0.7287
-0.023,0.693,0.7265
-0.0269,0.6913,0.7275
-0.0267,0.6905,0.7246
-0.0255,0.6908,0.7287
-0.0328,0.6905,0.7275
-0.0328,0.6952,0.7285
-0.0321,0.6942,0.7292
-0.0335,0.6881,0.73
-0.0338,0.6891,0.7322
-0.0309,0.6925,0.7324
-0.0328,0.6908,0.7348
-0.0318,0.6893,0.7373
-0.0311,0.6896,0.7375
-0.0289,0.6869,0.7405
-0.0277,0.6886,0.7434
-0.0284,0.6834,0.7422
-0.0284,0.6849,0.7441
-0.0255,0.6861,0.7444
-0.0257,0.6842,0.7449
-0.0257,0.6864,0.7422
-0.0245,0.6827,0.7419
-0.023,0.6817,0.7449
-0.0174,0.6795,0.7431
-0.0172,0.6827,0.7451
-0.0128,0.6788,0.7439
-0.0098,0.6786,0.7424
-0.0101,0.6764,0.7461
-0.0059,0.6771,0.7461
-0.004,0.6786,0.7453
-0.004,0.6783,0.7459
-0.0037,0.6783,0.7439
-0.0027,0.6813,0.7412
-0.0032,0.6803,0.7395
-0.0013,0.6773,0.7375
-0.0008,0.6813,0.7368
-0.0008,0.6803,0.7314
-0.0005,0.6815,0.729
-0.0023,0.6793,0.7265
-0.0027,0.6837,0.7251
-0.004,0.6842,0.7231
-0.0049,0.6864,0.7187
-0.0074,0.6913,0.7187
-0.0101,0.6888,0.7175
-0.0091,0.6925,0.7153
-0.0089,0.6959,0.7124
-0.0108,0.6957,0.7065
-0.0152,0.6998,0.7085
-0.0218,0.6957,0.7077
-0.0213,0.7013,0.7058
-0.0257,0.7023,0.7077
-0.0213,0.7003,0.7063
-0.0228,0.7003,0.7107
-0.023,0.6988,0.7126
-0.0199,0.701,0.7146
-0.0186,0.7027,0.7148
-0.0152,0.7001,0.7165
-0.0177,0.6998,0.7192
-0.0154,0.6974,0.7246
-0.014,0.6974,0.7275
-0.0132,0.6961,0.7317
-0.0128,0.6949,0.7326
-0.0081,0.6981,0.738
-0.0081,0.6979,0.7412
-0.0096,0.6932,0.7419
-0.0098,0.6952,0.7449
-0.0074,0.6954,0.7466
-0.0071,0.6949,0.7451
-0.0054,0.691,0.7449
-0.0081,0.6913,0.7468
-0.0069,0.6886,0.7503
-0.0067,0.6881,0.7481
-0.0015,0.6852,0.7476
-0.0054,0.6837,0.7483
-0.0042,0.6842,0.7478
-0.0047,0.6864,0.7481
-0.0042,0.6893,0.7464
-0.0059,0.6893,0.7439
-0.0076,0.692,0.7427
-0.0108,0.693,0.74
-0.0108,0.6918,0.7363
-0.0165,0.6903,0.7363
-0.0172,0.6961,0.7305
-0.0179,0.6969,0.7319
-0.0196,0.6988,0.7297
-0.0201,0.7013,0.73
-0.0211,0.6964,0.7305
-0.0245,0.6971,0.7283
-0.0252,0.6939,0.7263
-0.0243,0.6937,0.7263
-0.0279,0.6922,0.7246
-0.025,0.6891,0.7251
-0.0299,0.6898,0.7263
-0.0274,0.6876,0.7219
-0.0299,0.6913,0.7263
-0.0287,0.6896,0.7253
-0.0282,0.6888,0.7256
-0.0277,0.6937,0.7256
-0.0255,0.6896,0.7256
-0.0267,0.6878,0.7258
-0.026,0.691,0.7256
-0.0243,0.6905,0.7231
-0.025,0.6915,0.7209
-0.0299,0.6939,0.7204
-0.026,0.6947,0.7207
-0.025,0.6961,0.7185
-0.0287,0.6954,0.717
-0.0257,0.6942,0.7173
-0.0284,0.692,0.718
-0.0245,0.692,0.72
-0.0211,0.6915,0.7241
-0.0191,0.6881,0.7256
-0.0172,0.691,0.7297
-0.0182,0.6918,0.7307
-0.0162,0.6896,0.7334
-0.0154,0.6922,0.7348
-0.0194,0.6949,0.7346
-0.0184,0.6957,0.7375
-0.0191,0.6944,0.7361
-0.0182,0.6944,0.7326
-0.0206,0.6932,0.7307
-0.0213,0.6969,0.7285
-0.0211,0.6976,0.727
-0.0208,0.6996,0.7241
-0.024,0.6966,0.7261
-0.0289,0.6983,0.7246
-0.0279,0.7037,0.7246
-0.0296,0.7008,0.7258
-0.0301,0.6976,0.7258
-0.0294,0.6979,0.7278
-0.0284,0.6979,0.7302
-0.0274,0.6954,0.7287
-0.0243,0.6927,0.7307
-0.026,0.6952,0.7326
-0.0272,0.6969,0.73
-0.025,0.6915,0.7324
-0.0257,0.6935,0.7341
-0.026,0.6925,0.7307
-0.0248,0.6959,0.7334
-0.0265,0.691,0.7348
-0.0272,0.6913,0.73
-0.0255,0.6927,0.7314
-0.0248,0.6913,0.7317
-0.0233,0.692,0.7319
-0.0233,0.693,0.7309
-0.0248,0.6915,0.7309
-0.0186,0.6903,0.7344
-0.0194,0.6932,0.7331
-0.0191,0.692,0.7331
-0.023,0.6915,0.7336
-0.0216,0.6908,0.7336
-0.0194,0.691,0.7334
-0.0182,0.6886,0.7361
-0.0184,0.6883,0.7356
-0.0165,0.6876,0.7331
-0.0201,0.6908,0.7309
-0.0223,0.6898,0.7312
-0.0228,0.6937,0.73
-0.0238,0.6922,0.7329
-0.0226,0.6908,0.7297
-0.0223,0.6898,0.7319
-0.0208,0.6922,0.7341
-0.0196,0.6944,0.7331
-0.0216,0.692,0.7317
-0.0186,0.6918,0.7307
-0.0196,0.6908,0.73
-0.0199,0.6893,0.7319
-0.0157,0.6888,0.7334
-0.0177,0.6922,0.7324
-0.0174,0.691,0.7319
-0.015,0.6927,0.7307
-0.0152,0.6905,0.7334
-0.0184,0.6942,0.7331
-0.0201,0.6959,0.7319
-0.0223,0.6949,0.7295
-0.0211,0.6947,0.7268
-0.0208,0.6947,0.7287
-0.0204,0.6932,0.7283
-0.0196,0.6918,0.727
-0.0196,0.6937,0.7224
-0.0218,0.6954,0.7224
-0.023,0.6918,0.7217
-0.0265,0.69,0.7222
-0.0228,0.6893,0.7217
-0.0252,0.6925,0.7236
-0.0233,0.6913,0.7246
-0.0216,0.6927,0.7261
-0.0172,0.692,0.729
-0.0147,0.6905,0.73
-0.0162,0.6888,0.7305
-0.0154,0.69,0.7326
-0.0113,0.691,0.7331
-0.0165,0.6886,0.7353
-0.0154,0.6908,0.7346
-0.015,0.6883,0.7341
-0.0162,0.6881,0.7295
-0.0172,0.6908,0.728
-0.0169,0.69,0.7261
-0.0172,0.6969,0.7246
-0.0162,0.6939,0.7187
-0.0179,0.6947,0.7212
-0.015,0.6964,0.7204
-0.0125,0.6932,0.7185
-0.0108,0.6947,0.7185
-0.0165,0.6915,0.7187
-0.014,0.6949,0.7168
-0.0165,0.6932,0.7214
-0.0135,0.6944,0.7197
-0.0135,0.691,0.7187
-0.0135,0.6918,0.7195
-0.014,0.693,0.7207
-0.0152,0.6937,0.72
-0.0162,0.6959,0.7214
-0.0152,0.6957,0.7209
-0.0172,0.6915,0.7224
-0.0204,0.6976,0.718
-0.0223,0.6952,0.7204
-0.0201,0.6959,0.7224
-0.0201,0.6932,0.7212
-0.0218,0.6932,0.7214
-0.0206,0.6918,0.7204
-0.0226,0.693,0.7222
-0.0191,0.6922,0.7285
-0.0162,0.6903,0.7278
-0.012,0.6866,0.7305
-0.0123,0.6874,0.7334
-0.0108,0.6864,0.7358
-0.0128,0.6871,0.7366
-0.0118,0.6847,0.7346
-0.0118,0.6881,0.7348
-0.0101,0.6898,0.7344
-0.013,0.6876,0.7351
-0.0137,0.6883,0.7314
-0.0157,0.6891,0.7324
-0.0147,0.6876,0.729
-0.0165,0.6878,0.7307
-0.016,0.692,0.7326
-0.0172,0.6891,0.7309
-0.0172,0.6844,0.7305
-0.016,0.6861,0.7314
-0.016,0.6876,0.7329
-0.0142,0.6888,0.7326
-0.0182,0.6903,0.7361
-0.0165,0.6893,0.7348
-0.0194,0.6886,0.7383
-0.0201,0.6878,0.7363
-0.0211,0.6932,0.7361
-0.0262,0.6947,0.7373
-0.0238,0.6927,0.7346
-0.0208,0.6939,0.7358
-0.0233,0.6966,0.7368
-0.0243,0.6937,0.738
-0.0216,0.6952,0.7368
-0.0238,0.6964,0.7405
-0.0211,0.6949,0.7439
-0.0179,0.6952,0.7446
-0.0169,0.6913,0.7439
-0.0208,0.692,0.7429
-0.0186,0.6935,0.7392
-0.0182,0.6935,0.7383
-0.0228,0.692,0.738
-0.023,0.6883,0.739
-0.0211,0.6903,0.737
-0.0243,0.6903,0.7366
-0.0218,0.69,0.7339
-0.0221,0.6888,0.7353
-0.0211,0.6874,0.7344
-0.0186,0.6859,0.7339
-0.0172,0.6866,0.7344
-0.0169,0.6861,0.7317
-0.015,0.6927,0.7256
-0.0186,0.6878,0.7263
-0.0206,0.6876,0.7243
-0.0213,0.6886,0.7222
-0.0223,0.6883,0.7251
-0.0196,0.6886,0.727
-0.025,0.6864,0.7268
-0.0226,0.6905,0.7275
-0.0213,0.6896,0.7295
-0.0235,0.6896,0.7314
-0.0204,0.6913,0.7292
-0.0206,0.6947,0.7324
-0.0204,0.693,0.7319
-0.0199,0.692,0.7324
-0.0218,0.6932,0.7341
-0.0204,0.6922,0.7312
-0.023,0.69,0.7326
-0.0235,0.691,0.7341
-0.025,0.6908,0.7351
-0.0208,0.6878,0.7363
-0.024,0.6869,0.7375
-0.0238,0.6854,0.7392
-0.0206,0.6856,0.7368
-0.0201,0.6886,0.7368
-0.0216,0.6849,0.7336
-0.0204,0.6839,0.738
-0.0189,0.6854,0.7378
-0.0142,0.6888,0.7392
-0.0162,0.6881,0.7383
-0.0199,0.6869,0.7385
-0.0201,0.6883,0.737
-0.016,0.6896,0.7385
-0.0172,0.6874,0.7353
-0.0179,0.6883,0.7324
-0.0165,0.6871,0.7366
-0.0167,0.6886,0.7348
-0.0169,0.6893,0.7341
-0.0182,0.6874,0.7334
-0.0172,0.6891,0.7317
-0.0191,0.6881,0.7324
-0.0177,0.69,0.7297
-0.0199,0.6876,0.7283
-0.0196,0.6886,0.7297
-0.0194,0.6866,0.7292
-0.0218,0.6878,0.7307
-0.0211,0.6881,0.7309
-0.0196,0.6905,0.7322
-0.0199,0.6883,0.7326
-0.0201,0.6896,0.73
-0.0208,0.6896,0.73
-0.0216,0.6915,0.7314
-0.0235,0.6898,0.7314
-0.0216,0.691,0.7326
-0.0199,0.6888,0.7309
-0.0238,0.6932,0.7295
-0.0267,0.691,0.7283
-0.0289,0.6869,0.7312
-0.0243,0.6891,0.7322
-0.0245,0.69,0.7324
-0.0243,0.6866,0.7329
-0.0269,0.6871,0.738
-0.0282,0.6939,0.7385
-0.0235,0.6918,0.7361
-0.025,0.6893,0.7395
-0.0213,0.6883,0.7392
-0.0216,0.6859,0.7422
-0.0228,0.6896,0.7414
-0.0223,0.6886,0.7405
-0.0255,0.6864,0.7402
-0.0252,0.6861,0.7397
-0.0226,0.6834,0.7397
-0.0213,0.6859,0.7412
-0.0204,0.6886,0.7417
-0.0196,0.6874,0.7417
-0.0211,0.6869,0.7417
-0.0208,0.6891,0.7434
-0.0179,0.6908,0.74
-0.0206,0.6878,0.7405
-0.0223,0.6886,0.7412
-0.0172,0.6842,0.737
-0.0154,0.6808,0.7366
-0.0182,0.6847,0.7366
-0.0152,0.6869,0.7334
-0.0135,0.6847,0.7331
-0.012,0.6822,0.7312
-0.0108,0.6886,0.7307
-0.0152,0.6881,0.7324
-0.0172,0.6864,0.7297
-0.015,0.6854,0.7302
-0.0165,0.6876,0.7305
-0.0118,0.6881,0.73
-0.0118,0.6869,0.7322
-0.0147,0.6896,0.7329
-0.0152,0.6878,0.7344
-0.016,0.6883,0.7341
-0.0172,0.6881,0.7348
-0.0211,0.6869,0.7373
-0.0228,0.6871,0.7402
-0.0218,0.6842,0.741
-0.0248,0.6847,0.7385
-0.0243,0.6891,0.738
-0.024,0.6878,0.7383
-0.025,0.6891,0.7383
-0.0277,0.6869,0.7358
-0.0296,0.6881,0.7331
-0.0299,0.6883,0.7334
-0.0257,0.6898,0.739
-0.0243,0.6888,0.7383
-0.024,0.6883,0.7366
-0.0213,0.6893,0.7378
-0.0186,0.6908,0.737
-0.0174,0.6935,0.7358
-0.0213,0.69,0.7378
-0.0213,0.69,0.7368
-0.0208,0.6922,0.737
-0.0211,0.6896,0.7378
-0.024,0.6886,0.7356
-0.0204,0.6888,0.7373
-0.0213,0.6905,0.738
-0.0208,0.6866,0.7373
-0.0201,0.6856,0.7407
-0.0184,0.6827,0.7385
-0.0228,0.6834,0.7361
-0.0191,0.6832,0.7346
-0.0191,0.6813,0.7368
-0.0177,0.6837,0.7366
-0.0174,0.6854,0.737
-0.0172,0.6822,0.7356
-0.0137,0.6839,0.7344
-0.0145,0.6898,0.7346
-0.0174,0.6859,0.7344
-0.0147,0.6864,0.7329
-0.0226,0.6883,0.7341
-0.0204,0.6871,0.7356
-0.0228,0.6856,0.7326
-0.0228,0.6888,0.7287
-0.0221,0.6878,0.7305
-0.0238,0.6898,0.7307
-0.0204,0.692,0.7283
-0.023,0.6949,0.727
-0.024,0.6886,0.7251
-0.0196,0.6866,0.7275
-0.0228,0.6893,0.7275
-0.0206,0.6935,0.727
-0.0216,0.6918,0.7292
-0.0211,0.6918,0.7273
-0.024,0.6927,0.729
-0.025,0.6878,0.7307
-0.0196,0.6878,0.7312
-0.0208,0.6874,0.7319
-0.0226,0.6864,0.7317
-0.023,0.6888,0.7353
-0.0248,0.6881,0.7326
-0.0216,0.6888,0.7324
-0.0194,0.6878,0.7353
-0.0226,0.6852,0.738
-0.0218,0.6854,0.738
-0.0199,0.6864,0.7407
-0.0186,0.6844,0.7412
-0.0213,0.6864,0.7436
-0.0252,0.6832,0.7417
-0.0226,0.682,0.7446
-0.0208,0.6817,0.7456
-0.0196,0.6839,0.7451
-0.0204,0.682,0.7461
-0.0204,0.683,0.7431
-0.0186,0.683,0.7402
-0.0211,0.6844,0.7434
-0.0216,0.6842,0.7431
-0.0194,0.6883,0.74
-0.0201,0.6861,0.7407
-0.0194,0.6869,0.737
-0.0213,0.6844,0.7334
-0.0208,0.6847,0.7314
-0.0267,0.6839,0.729
-0.024,0.6847,0.7305
-0.0282,0.6874,0.7246
-0.0269,0.6864,0.7239
