gFx,gFy,gFz
-0.0426,0.9319,0.3503
-0.0436,0.9329,0.3523
-0.0421,0.9382,0.3511
-0.0438,0.9338,0.3523
-0.0462,0.9351,0.3503
-0.0438,0.9341,0.3521
-0.0465,0.9353,0.3516
-0.0472,0.9341,0.3511
-0.0462,0.9373,0.3511
-0.0426,0.9341,0.3521
-0.0426,0.9326,0.3437
-0.0467,0.9348,0.342
-0.0479,0.9348,0.3491
-0.0462,0.9402,0.356
-0.0421,0.9373,0.3577
-0.0404,0.9358,0.3574
-0.0389,0.9326,0.3572
-0.0357,0.9336,0.356
-0.0367,0.9312,0.3533
-0.0374,0.9324,0.355
-0.0414,0.9324,0.3584
-0.0409,0.9331,0.3591
-0.0426,0.9338,0.3613
-0.0443,0.9356,0.3589
-0.045,0.9363,0.3606
-0.045,0.9363,0.3626
-0.0448,0.937,0.3611
-0.0428,0.9365,0.3628
-0.0438,0.9368,0.3621
-0.044,0.9392,0.363
-0.0418,0.9373,0.3655
-0.0448,0.937,0.366
-0.0431,0.939,0.3643
-0.0438,0.9387,0.3635
-0.0448,0.938,0.366
-0.0448,0.9375,0.3645
-0.046,0.9439,0.3635
-0.0438,0.9458,0.364
-0.044,0.9441,0.3643
-0.0479,0.9409,0.3623
-0.0445,0.9426,0.3638
-0.0453,0.9434,0.3623
-0.0448,0.9402,0.3606
-0.0455,0.947,0.3577
-0.0426,0.9434,0.356
-0.0421,0.938,0.3528
-0.0423,0.9409,0.3545
-0.0418,0.9392,0.3511
-0.0411,0.9382,0.3499
-0.0462,0.9402,0.3508
-0.0443,0.9365,0.3496
-0.0421,0.9414,0.3486
-0.0458,0.938,0.3511
-0.0438,0.9402,0.3516
-0.0426,0.9395,0.3503
-0.0418,0.9402,0.3511
-0.0409,0.9429,0.3489
-0.0382,0.9395,0.345
-0.0414,0.9368,0.3437
-0.0399,0.9365,0.3462
-0.0418,0.936,0.3486
-0.047,0.9375,0.3496
-0.0475,0.938,0.3518
-0.0492,0.9356,0.3591
-0.0482,0.9365,0.3584
-0.0501,0.9365,0.3591
-0.0523,0.9363,0.363
-0.0533,0.9336,0.3643
-0.0523,0.9292,0.3626
-0.0531,0.9312,0.365
-0.0541,0.9302,0.3655
-0.0455,0.9404,0.3652
-0.0494,0.9419,0.3667
-0.055,0.9417,0.3648
-0.0541,0.9392,0.3626
-0.0548,0.9338,0.3586
-0.0589,0.9326,0.3579
-0.0565,0.9336,0.3582
-0.0511,0.9292,0.3608
-0.0567,0.9338,0.3613
-0.0565,0.9358,0.363
-0.0553,0.9331,0.3648
-0.0545,0.9348,0.3621
-0.0553,0.9334,0.3638
-0.0531,0.9358,0.3662
-0.0538,0.9326,0.3667
-0.0541,0.9324,0.3655
-0.0521,0.9346,0.3638
-0.0492,0.9368,0.365
-0.047,0.9321,0.3648
-0.0487,0.9334,0.3665
-0.0482,0.9336,0.3667
-0.0458,0.9353,0.3657
-0.0477,0.9334,0.366
-0.0458,0.9307,0.3638
-0.045,0.9316,0.3635
-0.0438,0.9331,0.3608
-0.0416,0.9331,0.3594
-0.0433,0.9299,0.3552
-0.0409,0.9314,0.3557
-0.0418,0.9297,0.3543
-0.0433,0.929,0.3518
-0.0396,0.9292,0.3523
-0.0411,0.9324,0.3547
-0.0465,0.9336,0.3552
-0.045,0.9336,0.355
-0.0438,0.9329,0.3547
-0.0465,0.9341,0.3552
-0.0479,0.9331,0.3567
-0.0458,0.9334,0.3586
-0.0497,0.9302,0.3606
-0.0509,0.9321,0.3582
-0.0543,0.937,0.3584
-0.0541,0.9373,0.3586
-0.0543,0.9346,0.3589
-0.0548,0.9319,0.3582
-0.0494,0.9334,0.3594
-0.0516,0.9331,0.3608
-0.0528,0.9338,0.3626
-0.0555,0.9358,0.3621
-0.0511,0.9363,0.3633
-0.0516,0.9351,0.3645
-0.0497,0.9343,0.3645
-0.0509,0.9356,0.3652
-0.0501,0.9351,0.3628
-0.0509,0.939,0.3633
-0.0494,0.9353,0.3643
-0.0482,0.9356,0.3645
-0.045,0.9363,0.3626
-0.0475,0.9351,0.3618
-0.0484,0.9353,0.3633
-0.0462,0.9373,0.3591
-0.0499,0.9353,0.3596
-0.0462,0.936,0.3596
-0.0448,0.9377,0.3569
-0.0465,0.9382,0.3567
-0.0455,0.937,0.356
-0.0475,0.9373,0.3562
-0.0475,0.937,0.3591
-0.0482,0.9341,0.3601
-0.0477,0.9326,0.3567
-0.0487,0.9341,0.3567
-0.0484,0.9341,0.3572
-0.0467,0.937,0.3574
-0.046,0.939,0.3552
-0.045,0.937,0.3557
-0.046,0.9363,0.3572
-0.0448,0.9375,0.3555
-0.0462,0.937,0.3547
-0.0465,0.9387,0.3557
-0.0423,0.9348,0.3591
-0.0423,0.9368,0.3562
-0.044,0.9368,0.3565
-0.0436,0.9377,0.3574
-0.0436,0.9353,0.3584
-0.0436,0.9358,0.3567
-0.045,0.9334,0.3579
-0.0458,0.9351,0.3589
-0.0462,0.9304,0.3604
-0.0443,0.9341,0.3599
-0.0484,0.9363,0.3621
-0.0477,0.937,0.3589
-0.0467,0.9316,0.3616
-0.045,0.9346,0.3599
-0.047,0.9331,0.3582
-0.0455,0.9353,0.3574
-0.0436,0.9356,0.3584
-0.0436,0.9368,0.3606
-0.0443,0.9363,0.3611
-0.0453,0.9348,0.3596
-0.0455,0.9316,0.3594
-0.0433,0.936,0.364
-0.0455,0.9368,0.3594
-0.0477,0.9341,0.3606
-0.0482,0.9353,0.3613
-0.0462,0.9373,0.3633
-0.046,0.9348,0.3616
-0.0436,0.939,0.3611
-0.0482,0.938,0.3621
-0.047,0.9375,0.3635
-0.0455,0.9348,0.3616
-0.0462,0.937,0.3604
-0.0477,0.9409,0.3613
-0.0487,0.9417,0.3648
-0.0479,0.9399,0.3623
-0.0479,0.9387,0.3623
-0.0475,0.9424,0.3606
-0.046,0.9424,0.3606
-0.0504,0.9395,0.3611
-0.0472,0.9397,0.3596
-0.0494,0.9395,0.3608
-0.0487,0.9407,0.3613
-0.0492,0.9402,0.3618
-0.0492,0.9409,0.3621
-0.0472,0.9402,0.3596
-0.0494,0.9407,0.3611
-0.0497,0.9407,0.3613
-0.0482,0.9407,0.3599
-0.0501,0.9404,0.3606
-0.0494,0.938,0.356
-0.0494,0.9407,0.3594
-0.0501,0.9417,0.3574
-0.0492,0.9402,0.3591
-0.0487,0.9402,0.3582
-0.0509,0.9409,0.3586
-0.0511,0.9397,0.3582
-0.0504,0.938,0.3608
-0.0504,0.9353,0.3613
-0.0514,0.9358,0.3594
-0.0489,0.9377,0.3606
-0.0479,0.9385,0.3594
-0.0467,0.936,0.3606
-0.0497,0.9368,0.3567
-0.0479,0.9338,0.3599
-0.0472,0.937,0.3594
-0.0494,0.9343,0.3591
-0.0494,0.9343,0.3621
-0.0558,0.9346,0.3582
-0.0519,0.9338,0.3577
-0.0516,0.9321,0.3577
-0.0516,0.9329,0.3584
-0.0511,0.9321,0.3584
-0.0519,0.9331,0.356
-0.0519,0.9331,0.3572
-0.0516,0.9358,0.3586
-0.0526,0.936,0.3591
-0.0528,0.9356,0.3623
-0.0514,0.9314,0.3606
-0.0523,0.9356,0.3626
-0.0562,0.9351,0.3604
-0.0555,0.9382,0.3586
-0.055,0.9346,0.3616
-0.0531,0.9338,0.364
-0.0558,0.9331,0.3623
-0.0521,0.9387,0.3613
-0.0531,0.9363,0.3616
-0.0536,0.938,0.3633
-0.0521,0.937,0.3613
-0.0492,0.9363,0.3591
-0.0511,0.9356,0.3599
-0.0497,0.9353,0.3604
-0.0484,0.9348,0.3618
-0.0479,0.9348,0.3628
-0.0489,0.9321,0.3633
-0.0492,0.9348,0.3623
-0.0472,0.936,0.3618
-0.0448,0.9356,0.3596
-0.0438,0.9373,0.3589
-0.0458,0.9382,0.3596
-0.0436,0.9338,0.3616
-0.044,0.9368,0.3606
-0.0462,0.9341,0.3611
-0.0445,0.9321,0.3606
-0.0418,0.9348,0.3604
-0.0433,0.9334,0.3591
-0.0404,0.9334,0.3591
-0.0411,0.9353,0.3579
-0.0443,0.9358,0.3594
-0.0438,0.9356,0.3599
-0.0484,0.936,0.3584
-0.046,0.9358,0.3586
-0.0465,0.9375,0.3584
-0.0443,0.9404,0.3586
-0.047,0.9346,0.3601
-0.0475,0.9336,0.3613
-0.0462,0.9365,0.3623
-0.047,0.9365,0.364
-0.0511,0.9299,0.367
-0.0533,0.9321,0.3643
-0.0489,0.9321,0.3645
-0.0516,0.9331,0.3626
-0.0516,0.9363,0.3621
-0.0521,0.9341,0.3596
-0.0494,0.9385,0.3591
-0.0479,0.936,0.3601
-0.0458,0.9331,0.3604
-0.0492,0.9331,0.3601
-0.0501,0.9334,0.3596
-0.0533,0.9368,0.3613
-0.0492,0.9348,0.3606
-0.0484,0.937,0.3601
-0.0511,0.9392,0.3608
-0.0497,0.9353,0.3596
-0.0521,0.9358,0.3628
-0.0479,0.937,0.3616
-0.047,0.9353,0.3616
-0.0509,0.9368,0.3589
-0.0494,0.9382,0.3594
-0.0479,0.938,0.3591
-0.0487,0.9368,0.356
-0.0484,0.9375,0.3535
-0.0501,0.9348,0.3565
-0.0475,0.9373,0.3569
-0.0472,0.9346,0.3572
-0.0465,0.9358,0.3591
-0.0489,0.9351,0.3562
-0.0477,0.9358,0.3579
-0.0511,0.9358,0.3567
-0.0475,0.9356,0.3574
-0.0484,0.9329,0.3584
-0.0516,0.9348,0.3599
-0.0506,0.9363,0.3628
-0.0511,0.937,0.3618
-0.0492,0.9385,0.3601
-0.0516,0.9377,0.3611
-0.0509,0.9397,0.3626
-0.0509,0.9375,0.3611
-0.0475,0.9385,0.3611
-0.0506,0.9387,0.3608
-0.0509,0.9368,0.3586
-0.0511,0.9346,0.3599
-0.0519,0.9358,0.3599
-0.0501,0.9365,0.3611
-0.0472,0.9373,0.3618
-0.0494,0.9338,0.3584
-0.0482,0.9353,0.3601
-0.0497,0.9368,0.3567
-0.0475,0.9312,0.3596
-0.0448,0.9382,0.3591
-0.0477,0.938,0.3591
-0.0475,0.937,0.3574
-0.044,0.9373,0.3591
-0.0472,0.9395,0.3584
-0.0467,0.938,0.3582
-0.0458,0.938,0.3582
-0.0482,0.9387,0.3574
-0.047,0.9387,0.3567
-0.0475,0.9387,0.3579
-0.0482,0.9399,0.3552
-0.0497,0.9368,0.3555
-0.047,0.9377,0.3591
-0.0477,0.9399,0.3552
-0.046,0.9409,0.3562
-0.0482,0.9397,0.3567
-0.0504,0.9417,0.3569
-0.046,0.9375,0.3567
-0.045,0.9365,0.3579
-0.045,0.9319,0.3589
-0.0477,0.9346,0.3586
-0.0453,0.9312,0.3584
-0.0489,0.9336,0.3577
-0.0477,0.9348,0.3574
-0.0472,0.9356,0.3596
-0.0475,0.9365,0.3601
-0.0489,0.9368,0.3569
-0.0479,0.9351,0.3577
-0.0499,0.936,0.3582
-0.0465,0.939,0.3582
-0.0484,0.9338,0.3574
-0.0477,0.9385,0.356
-0.0482,0.9382,0.3557
-0.0489,0.9314,0.3552
-0.0487,0.9334,0.3572
-0.0497,0.9331,0.3565
-0.0467,0.9309,0.3591
-0.045,0.9353,0.3616
-0.0455,0.9326,0.3616
-0.0479,0.9353,0.3604
-0.0484,0.9324,0.3621
-0.0458,0.9329,0.3626
-0.0494,0.9353,0.3608
-0.0492,0.9334,0.3599
-0.0487,0.939,0.3618
-0.047,0.9414,0.3613
-0.0472,0.9395,0.3616
-0.0431,0.9358,0.3621
-0.0431,0.9387,0.3599
-0.0443,0.9343,0.3599
-0.0448,0.9373,0.3594
-0.0462,0.9402,0.3569
-0.0489,0.938,0.3574
-0.0487,0.939,0.3574
-0.0482,0.9351,0.3567
-0.0453,0.9373,0.3589
-0.0475,0.936,0.3621
-0.0465,0.9343,0.3616
-0.0504,0.9336,0.3628
-0.0494,0.9348,0.3648
-0.0514,0.9329,0.3643
-0.0499,0.9331,0.3611
-0.0477,0.9336,0.3643
-0.0492,0.9351,0.363
-0.0482,0.9329,0.3633
-0.0467,0.9321,0.3611
-0.0472,0.9326,0.3635
-0.0445,0.9346,0.3608
-0.0489,0.9331,0.3611
-0.0443,0.9343,0.3596
-0.0467,0.9307,0.3589
-0.045,0.9336,0.3582
-0.044,0.937,0.3567
-0.045,0.936,0.356
-0.0448,0.9368,0.3574
-0.0426,0.9353,0.3589
-0.0443,0.936,0.3562
-0.0433,0.9353,0.3562
-0.0428,0.9402,0.3577
-0.0436,0.9375,0.3557
-0.0411,0.9365,0.356
-0.0416,0.9377,0.355
-0.0423,0.9399,0.3557
-0.0433,0.9424,0.3565
-0.0384,0.9395,0.3584
-0.0416,0.938,0.3584
-0.0431,0.9365,0.3574
-0.0421,0.937,0.3584
-0.0433,0.9373,0.3574
-0.0431,0.9377,0.3601
-0.0455,0.9377,0.3596
-0.0431,0.9365,0.3586
-0.0431,0.9363,0.3638
-0.0455,0.9363,0.3608
-0.046,0.9365,0.3643
-0.0475,0.9395,0.3626
-0.0455,0.9326,0.3606
-0.0479,0.9348,0.3594
-0.046,0.9395,0.3601
-0.0431,0.9407,0.3599
-0.0443,0.9377,0.3577
-0.0431,0.936,0.3579
-0.0423,0.9336,0.3567
-0.0426,0.939,0.3586
-0.0421,0.9392,0.3567
-0.0436,0.9395,0.3562
-0.045,0.9341,0.3599
-0.045,0.9382,0.3584
-0.0445,0.9365,0.3582
-0.0462,0.9351,0.3569
-0.046,0.9377,0.3557
-0.0443,0.9365,0.3572
-0.0467,0.9351,0.3572
-0.0455,0.9338,0.3591
-0.0479,0.9331,0.3579
-0.0475,0.939,0.3582
-0.0465,0.9343,0.3567
-0.0477,0.9358,0.3565
-0.0467,0.9329,0.3565
-0.046,0.9356,0.3572
-0.044,0.9368,0.3562
-0.0428,0.9326,0.3565
-0.0436,0.9319,0.3535
-0.0438,0.9331,0.354
-0.0455,0.936,0.3543
-0.0404,0.9358,0.3528
-0.0431,0.9348,0.3516
-0.044,0.9365,0.3501
-0.0448,0.9392,0.3499
-0.045,0.9373,0.3513
-0.0443,0.938,0.3511
-0.0443,0.937,0.3518
-0.045,0.9382,0.3513
-0.045,0.9404,0.3501
-0.0455,0.9375,0.3516
-0.0428,0.9375,0.3499
-0.0455,0.9353,0.3516
-0.0416,0.9358,0.3535
-0.0431,0.9358,0.3538
-0.044,0.939,0.3552
-0.0409,0.9377,0.3562
-0.0421,0.939,0.3555
-0.0411,0.9373,0.3565
-0.0404,0.9392,0.3569
-0.0416,0.9375,0.3591
-0.0423,0.9385,0.3577
-0.0406,0.9368,0.3569
-0.0443,0.9385,0.3572
-0.0455,0.936,0.3584
-0.0433,0.936,0.3589
-0.0431,0.9387,0.3572
-0.045,0.936,0.3567
-0.0455,0.9373,0.3596
-0.0445,0.9377,0.3591
-0.0423,0.9353,0.3594
-0.0453,0.9346,0.3613
-0.046,0.9358,0.3591
-0.0479,0.9356,0.3599
-0.0462,0.9373,0.3584
-0.0467,0.937,0.3572
-0.0465,0.9368,0.3586
-0.0445,0.9356,0.3596
-0.0482,0.9331,0.3582
-0.0487,0.9338,0.3569
-0.0487,0.9353,0.3565
-0.0489,0.9334,0.3552
-0.0509,0.9343,0.354
-0.0465,0.9414,0.355
-0.046,0.936,0.3555
-0.0504,0.9353,0.3547
-0.0482,0.937,0.3535
-0.0494,0.937,0.3545
-0.0475,0.9321,0.3535
-0.0494,0.9358,0.3574
-0.0479,0.9363,0.3557
-0.046,0.9368,0.355
-0.0462,0.9334,0.3538
-0.047,0.9341,0.3528
-0.0482,0.9358,0.3511
-0.0482,0.9377,0.3508
-0.0455,0.9363,0.3496
-0.0453,0.9373,0.3479
-0.0436,0.9346,0.3489
-0.0455,0.9351,0.3479
-0.0404,0.9348,0.3494
-0.046,0.9365,0.3474
-0.0467,0.937,0.3481
-0.0436,0.9365,0.3503
-0.0445,0.9343,0.3484
-0.0465,0.9341,0.3503
-0.046,0.9365,0.3467
-0.0436,0.9392,0.3494
-0.0455,0.9363,0.3499
-0.0443,0.9375,0.3499
-0.0445,0.9348,0.3484
-0.0438,0.938,0.3506
-0.0414,0.9377,0.3494
-0.0418,0.9368,0.3501
-0.046,0.9387,0.3496
-0.0428,0.9395,0.3472
-0.0436,0.9407,0.3484
-0.0445,0.9382,0.3513
-0.0448,0.9395,0.3518
-0.0453,0.9392,0.3513
-0.0465,0.9424,0.3513
-0.0453,0.9419,0.3521
-0.0467,0.939,0.3513
-0.0489,0.9351,0.3513
-0.0506,0.9399,0.353
-0.0465,0.9343,0.3525
-0.0453,0.9365,0.3528
-0.047,0.9341,0.3552
-0.0479,0.9351,0.355
-0.0477,0.9358,0.3525
-0.0497,0.9382,0.354
-0.0467,0.9426,0.3557
-0.0509,0.9368,0.3565
-0.0477,0.9377,0.3533
-0.0479,0.9395,0.3533
-0.0472,0.9392,0.3503
-0.0462,0.9409,0.3533
-0.0458,0.9421,0.3538
-0.045,0.939,0.353
-0.0433,0.9397,0.3555
-0.0443,0.939,0.353
-0.0472,0.9356,0.3538
-0.0475,0.937,0.3501
-0.0433,0.9338,0.3535
-0.0423,0.9343,0.3538
-0.0443,0.9348,0.3547
-0.0445,0.9341,0.354
-0.0465,0.9343,0.3535
-0.0458,0.9368,0.3533
-0.0453,0.936,0.354
-0.046,0.9341,0.3552
-0.046,0.9365,0.354
-0.0482,0.936,0.3555
-0.0453,0.939,0.3557
-0.047,0.9392,0.3574
-0.0453,0.9402,0.3552
-0.0428,0.9402,0.3543
-0.0401,0.9424,0.3521
-0.0426,0.9443,0.3494
-0.0399,0.9448,0.3464
-0.0411,0.9439,0.3427
-0.0387,0.9409,0.3403
-0.0384,0.9407,0.3381
-0.0394,0.9441,0.3384
-0.0394,0.9414,0.3442
-0.0401,0.9421,0.3457
-0.0377,0.9397,0.3442
-0.0421,0.9397,0.3472
-0.0418,0.9392,0.3472
-0.0458,0.9392,0.3523
-0.045,0.9363,0.3555
-0.0433,0.9399,0.3555
-0.0418,0.9397,0.3584
-0.0404,0.9382,0.3589
-0.0404,0.9414,0.3606
-0.0423,0.9392,0.3577
-0.0411,0.9348,0.3604
-0.0433,0.9348,0.3562
-0.0433,0.9351,0.3557
-0.0453,0.9316,0.3525
-0.046,0.9368,0.353
-0.0475,0.939,0.3572
-0.0455,0.9373,0.3557
-0.0465,0.9402,0.3572
-0.0467,0.9395,0.3577
-0.0465,0.9407,0.3589
-0.0477,0.9434,0.3569
-0.0458,0.939,0.3555
-0.0431,0.938,0.3567
-0.0487,0.9363,0.3555
-0.0482,0.9382,0.3565
-0.047,0.9409,0.3545
-0.045,0.9382,0.354
-0.0467,0.938,0.3516
-0.0479,0.9353,0.3486
-0.0458,0.9407,0.3499
-0.0462,0.9392,0.3489
-0.0428,0.9387,0.345
-0.0465,0.9421,0.3477
-0.0467,0.9419,0.3486
-0.0458,0.9402,0.3472
-0.0445,0.9409,0.3455
-0.0455,0.9407,0.346
-0.0462,0.9417,0.346
-0.0458,0.9421,0.3472
-0.047,0.9424,0.3479
-0.0428,0.9417,0.3477
-0.045,0.9414,0.3469
-0.0472,0.9414,0.3496
-0.0404,0.9409,0.3503
-0.0423,0.9395,0.3489
-0.0409,0.9404,0.3477
-0.0426,0.9395,0.3489
-0.0421,0.937,0.3486
-0.0455,0.9392,0.3528
-0.0433,0.9392,0.3513
-0.0416,0.9397,0.3516
-0.0416,0.9402,0.3535
-0.0438,0.9419,0.3533
-0.0423,0.9414,0.3523
-0.0414,0.9402,0.3538
-0.0426,0.9377,0.3496
-0.0394,0.9385,0.3501
-0.0409,0.9397,0.3501
-0.0401,0.9363,0.3521
-0.0411,0.9385,0.3523
-0.0421,0.9373,0.3538
-0.0414,0.9387,0.3528
-0.0428,0.9399,0.3535
-0.044,0.9414,0.3511
-0.0438,0.9399,0.3511
-0.0411,0.938,0.3501
-0.0409,0.9382,0.3506
-0.0443,0.9385,0.3494
-0.044,0.9373,0.3508
-0.045,0.9343,0.3479
-0.0431,0.939,0.3506
-0.0428,0.9353,0.3518
-0.0406,0.9351,0.3513
-0.0421,0.9387,0.3491
-0.0445,0.9377,0.3518
-0.0423,0.9373,0.3506
-0.0467,0.9365,0.3494
-0.0467,0.9377,0.3486
-0.0472,0.9377,0.3489
-0.0445,0.9368,0.3494
-0.0467,0.9373,0.3516
-0.0477,0.9377,0.3491
-0.0465,0.9353,0.3496
-0.0448,0.9377,0.3521
-0.0443,0.9375,0.3491
-0.0465,0.9385,0.3479
-0.0455,0.9375,0.3496
-0.0482,0.9365,0.3494
-0.0436,0.936,0.3484
-0.0438,0.9387,0.3481
-0.0421,0.9412,0.3474
-0.0428,0.9397,0.3472
-0.0436,0.9434,0.346
-0.0404,0.9412,0.3427
-0.0394,0.9409,0.344
-0.0394,0.9385,0.3467
-0.0428,0.9363,0.3455
-0.0436,0.9365,0.3452
-0.0448,0.9358,0.3477
-0.0438,0.9346,0.3474
-0.0445,0.9353,0.3503
-0.0472,0.9373,0.3516
-0.0433,0.9399,0.3496
-0.0475,0.9336,0.3499
-0.046,0.939,0.3513
-0.046,0.9385,0.3528
-0.0477,0.9387,0.3528
-0.0462,0.9343,0.3528
-0.0438,0.9402,0.3508
-0.0436,0.9409,0.3513
-0.0438,0.9399,0.3535
-0.0416,0.9397,0.3545
-0.0414,0.9385,0.3552
-0.0418,0.939,0.3543
-0.0438,0.9387,0.3545
-0.044,0.9407,0.3538
-0.0438,0.9419,0.3565
-0.0438,0.9407,0.3579
-0.0423,0.9385,0.3528
-0.0445,0.9375,0.3528
-0.0445,0.9431,0.3533
-0.0475,0.9424,0.3516
-0.0445,0.9399,0.3501
-0.0462,0.9392,0.3525
-0.0438,0.9382,0.3538
-0.0458,0.9365,0.3547
-0.0448,0.9387,0.3521
-0.047,0.938,0.3521
-0.0455,0.9346,0.3533
-0.0462,0.9382,0.3528
-0.0465,0.9377,0.353
-0.046,0.9375,0.3538
-0.0482,0.9341,0.3545
-0.0487,0.937,0.3555
-0.0462,0.9365,0.3586
-0.044,0.9373,0.3574
-0.0465,0.9377,0.3567
-0.0448,0.9373,0.355
-0.0448,0.9356,0.3557
-0.047,0.9363,0.3565
-0.044,0.9343,0.3577
-0.0472,0.9358,0.3552
-0.045,0.9353,0.3533
-0.0438,0.9375,0.3545
-0.0421,0.9397,0.3545
-0.0428,0.937,0.3521
-0.0418,0.936,0.3513
-0.0414,0.9348,0.3506
-0.0436,0.9358,0.3506
-0.0406,0.9373,0.3518
-0.0416,0.9348,0.3518
-0.0423,0.9348,0.353
-0.0433,0.9334,0.3533
-0.0431,0.9336,0.353
-0.0418,0.9358,0.3543
-0.0404,0.9336,0.355
-0.0423,0.9341,0.3538
-0.0387,0.9309,0.3543
-0.0431,0.9336,0.3552
-0.0431,0.9316,0.3555
-0.0443,0.9316,0.3572
-0.0418,0.9329,0.3569
-0.0445,0.9336,0.3569
-0.0455,0.9309,0.3582
-0.0445,0.936,0.3611
-0.0438,0.9368,0.3596
-0.0426,0.9314,0.3586
-0.0431,0.9302,0.3567
-0.0428,0.9331,0.3574
-0.0416,0.9385,0.3574
-0.0389,0.9356,0.3569
-0.0409,0.9346,0.3569
-0.0387,0.9351,0.3584
-0.0406,0.9326,0.356
-0.0416,0.9338,0.355
-0.0414,0.9368,0.3525
-0.037,0.9336,0.354
-0.0394,0.9368,0.353
-0.0401,0.9351,0.3543
-0.0448,0.9351,0.3555
-0.0436,0.9365,0.355
-0.0438,0.939,0.3579
-0.0472,0.9402,0.3591
-0.0479,0.9382,0.3591
-0.0467,0.9385,0.3567
-0.0494,0.9397,0.3601
-0.0492,0.9385,0.3608
-0.047,0.9348,0.3589
-0.0504,0.9397,0.3577
-0.0443,0.9368,0.355
-0.044,0.9387,0.3547
-0.0458,0.939,0.3557
-0.0475,0.9404,0.3535
-0.0438,0.938,0.3579
-0.0431,0.9377,0.3574
-0.045,0.9385,0.3599
-0.044,0.9375,0.3589
-0.0445,0.9382,0.363
-0.0448,0.9365,0.3599
-0.0453,0.9395,0.3596
-0.0438,0.9392,0.3596
-0.0401,0.9414,0.3596
-0.0426,0.9346,0.3586
-0.0448,0.9346,0.3567
-0.0455,0.9363,0.3589
-0.044,0.9419,0.3604
-0.045,0.9402,0.3596
-0.0455,0.9385,0.3591
-0.0455,0.9385,0.3608
-0.0426,0.939,0.3591
-0.044,0.937,0.3606
-0.0414,0.9375,0.3604
-0.0421,0.9377,0.3569
-0.0426,0.938,0.3569
-0.0406,0.9399,0.3584
-0.0414,0.937,0.3589
-0.0423,0.9356,0.3635
-0.0431,0.9363,0.3611
-0.044,0.939,0.3606
-0.0431,0.9375,0.3613
-0.0438,0.9356,0.3628
-0.0431,0.9351,0.3621
-0.0433,0.9417,0.3611
-0.0431,0.9363,0.3601
-0.0409,0.9395,0.3616
-0.0433,0.9397,0.3582
-0.0426,0.9351,0.3599
-0.0426,0.9329,0.3608
-0.0458,0.9324,0.3638
-0.0387,0.9321,0.3626
-0.0431,0.9353,0.3613
-0.0401,0.9299,0.3621
-0.044,0.9368,0.365
-0.044,0.9304,0.3648
-0.0428,0.9316,0.3652
-0.046,0.9302,0.3665
-0.0438,0.9329,0.3665
-0.0458,0.9329,0.3657
-0.0484,0.9307,0.3635
-0.0431,0.9299,0.3628
-0.0465,0.929,0.364
-0.0455,0.9304,0.3652
-0.0396,0.9302,0.3626
-0.0401,0.9312,0.3621
-0.0445,0.9309,0.3613
-0.0443,0.9299,0.3606
-0.0418,0.9297,0.3621
-0.0416,0.9297,0.3623
-0.0426,0.9302,0.3601
-0.0433,0.9312,0.3608
-0.0455,0.9338,0.3628
-0.0445,0.9321,0.3611
-0.0455,0.9319,0.3635
-0.045,0.9312,0.3608
-0.0448,0.9312,0.3604
-0.0421,0.9312,0.3616
-0.0462,0.9321,0.3594
-0.0438,0.9334,0.3623
-0.0445,0.9304,0.3594
-0.0445,0.9331,0.3579
-0.0426,0.9321,0.3577
-0.0443,0.9346,0.3582
-0.0458,0.9334,0.3582
-0.0455,0.9336,0.3577
-0.0455,0.9363,0.3579
-0.046,0.9363,0.3594
-0.0445,0.9365,0.3611
-0.0445,0.9363,0.3555
-0.0438,0.9387,0.3562
-0.0465,0.9353,0.3582
-0.0482,0.9363,0.3594
-0.0462,0.9338,0.3591
-0.0462,0.9351,0.3596
-0.0509,0.9387,0.3613
-0.0477,0.9363,0.3604
-0.046,0.9363,0.3616
-0.047,0.9348,0.3586
-0.0475,0.9351,0.3594
-0.0465,0.9334,0.3584
-0.0475,0.9329,0.3584
-0.0467,0.9314,0.3601
-0.0467,0.9346,0.3599
-0.0436,0.9341,0.3618
-0.0436,0.9299,0.3599
-0.0455,0.9316,0.3594
-0.0455,0.9321,0.3608
-0.0475,0.9324,0.3626
-0.046,0.9307,0.3616
-0.0472,0.9299,0.3645
-0.0475,0.9312,0.3628
-0.0465,0.9316,0.3606
-0.0482,0.9294,0.3596
-0.0467,0.9334,0.3589
-0.0465,0.9287,0.3611
-0.0455,0.9304,0.3591
-0.047,0.929,0.3591
-0.046,0.9297,0.3594
-0.0433,0.9253,0.3608
-0.0448,0.9277,0.3613
-0.0455,0.9265,0.3638
-0.0475,0.9241,0.3608
-0.0455,0.9258,0.363
-0.044,0.9243,0.3635
-0.0465,0.9265,0.3628
-0.0453,0.9275,0.3626
-0.0448,0.9275,0.365
-0.0436,0.9219,0.3652
-0.0455,0.9248,0.3652
-0.0462,0.927,0.3635
-0.0455,0.9263,0.3618
-0.046,0.9292,0.3623
-0.045,0.9336,0.3657
-0.0477,0.9302,0.3648
-0.0499,0.9334,0.366
-0.0472,0.9351,0.3682
-0.0467,0.9309,0.365
-0.0462,0.9312,0.3643
-0.0472,0.937,0.3648
-0.0458,0.9363,0.3643
-0.0506,0.9356,0.3638
-0.0511,0.9368,0.364
-0.0516,0.936,0.3618
-0.0521,0.9395,0.3638
