time,gFx,gFy,gFz,TgF
0.207889323,-0.0560,0.6925,0.7280,1.006
0.208867916,-0.0619,0.6913,0.7185,0.999
0.209300833,-0.0619,0.6905,0.7117,0.994
0.209765937,-0.0614,0.6927,0.7131,0.996
0.210136198,-0.0550,0.6871,0.7224,0.999
0.212596927,-0.0482,0.6876,0.7336,1.007
0.214574687,-0.0409,0.6854,0.7429,1.012
0.219470156,-0.0311,0.6893,0.7500,1.019
0.21987927,-0.0250,0.6922,0.7542,1.024
0.221282291,-0.0206,0.6920,0.7595,1.028
0.223730104,-0.0186,0.6954,0.7576,1.029
0.226300937,-0.0147,0.6952,0.7590,1.029
0.22762276,-0.0125,0.6915,0.7595,1.027
0.231495989,-0.0059,0.6876,0.7549,1.021
0.232378645,-0.0032,0.6896,0.7534,1.021
0.235404843,-0.0005,0.6830,0.7505,1.015
0.236973489,0.0016,0.6783,0.7468,1.009
0.239489583,0.0082,0.6722,0.7412,1.001
0.24188151,0.0185,0.6693,0.7331,0.993
0.244705729,0.0241,0.6639,0.7329,0.989
0.247676093,0.0283,0.6614,0.7312,0.986
0.248905781,0.0334,0.6597,0.7326,0.986
0.252015312,0.0344,0.6551,0.7265,0.979
0.254429062,0.0295,0.6590,0.7265,0.981
0.256803906,0.0248,0.6619,0.7263,0.983
0.259045625,0.0214,0.6639,0.7270,0.985
0.26124151,0.0153,0.6641,0.7258,0.984
0.263137239,0.0090,0.6702,0.7248,0.987
0.265397135,0.0051,0.6685,0.7226,0.984
0.268122708,-0.0008,0.6727,0.7270,0.991
0.270940052,-0.0081,0.6761,0.7246,0.991
0.272717135,-0.0145,0.6810,0.7248,0.995
0.275406927,-0.0206,0.6786,0.7253,0.993
0.27845052,-0.0228,0.6805,0.7268,0.996
0.279175885,-0.0282,0.6830,0.7268,0.998
0.281619427,-0.0296,0.6834,0.7300,1.000
0.284623906,-0.0328,0.6854,0.7339,1.005
0.287231666,-0.0360,0.6864,0.7361,1.007
0.290017135,-0.0387,0.6876,0.7363,1.008
0.291894166,-0.0384,0.6876,0.7378,1.009
0.294332552,-0.0392,0.6932,0.7397,1.015
0.295716145,-0.0367,0.6910,0.7441,1.016
0.2982425,-0.0411,0.6913,0.7439,1.016
0.30102401,-0.0423,0.6900,0.7427,1.015
0.303805468,-0.0394,0.6932,0.7414,1.016
0.305897343,-0.0335,0.6915,0.7419,1.015
0.308577656,-0.0304,0.6922,0.7410,1.014
0.311003333,-0.0287,0.6900,0.7424,1.014
0.312369791,-0.0262,0.6920,0.7407,1.014
0.315078385,-0.0233,0.6954,0.7410,1.016
0.317657395,-0.0243,0.6927,0.7390,1.013
0.328109166,-0.0196,0.6922,0.7358,1.010
0.329277708,-0.0189,0.6908,0.7353,1.009
0.3301775,-0.0184,0.6852,0.7346,1.005
0.330799218,-0.0154,0.6854,0.7366,1.006
0.331376614,-0.0194,0.6864,0.7356,1.006
0.33196677,-0.0194,0.6830,0.7336,1.003
0.338285,-0.0177,0.6839,0.7368,1.005
0.338880833,-0.0186,0.6861,0.7378,1.008
0.339360625,-0.0213,0.6856,0.7370,1.007
0.344135416,-0.0235,0.6842,0.7378,1.006
0.344663177,-0.0204,0.6839,0.7392,1.007
0.345520468,-0.0194,0.6822,0.7380,1.005
0.348434375,-0.0213,0.6813,0.7385,1.005
0.350302968,-0.0230,0.6781,0.7322,0.998
0.352703229,-0.0230,0.6786,0.7363,1.002
