gFx,gFy,gFz
0.1399,0.971,-0.1517
0.1397,0.9659,-0.1514
0.1419,0.9563,-0.1439
0.1426,0.949,-0.1378
0.1416,0.9356,-0.1312
0.1382,0.929,-0.1212
0.1406,0.9231,-0.1146
0.1438,0.9126,-0.1033
0.1389,0.9008,-0.0935
0.1392,0.8935,-0.0821
0.1397,0.883,-0.0716
0.138,0.873,-0.0603
0.1331,0.8628,-0.0469
0.1309,0.8535,-0.0337
0.1301,0.8447,-0.0203
0.1265,0.8351,-0.0063
0.1231,0.8307,0.0064
0.1204,0.8185,0.0208
0.1174,0.8105,0.0352
0.1118,0.8063,0.0501
0.1047,0.8014,0.0638
0.092,0.8007,0.0765
0.0832,0.7949,0.0919
0.0769,0.7897,0.1077
0.0613,0.7897,0.1249
0.053,0.7863,0.1398
0.0383,0.7846,0.1527
0.02,0.7843,0.1673
0.0063,0.7824,0.1801
-0.0081,0.7816,0.1942
-0.0221,0.7821,0.2096
-0.0353,0.7855,0.2233
-0.0514,0.7878,0.2385
-0.0714,0.7909,0.2514
-0.0873,0.7949,0.2609
-0.1024,0.7907,0.267
-0.1176,0.7949,0.2768
-0.1278,0.7949,0.2848
-0.1381,0.7958,0.2883
-0.1532,0.7968,0.2954
-0.163,0.797,0.2964
-0.1779,0.8014,0.2961
-0.1923,0.8039,0.2968
-0.2004,0.8051,0.2951
-0.2104,0.8053,0.2912
-0.2133,0.8115,0.2883
-0.2187,0.8156,0.2844
-0.2224,0.82,0.2787
-0.2202,0.8234,0.2724
-0.2153,0.829,0.2639
-0.2114,0.831,0.2582
-0.2021,0.8351,0.2492
-0.1926,0.839,0.2421
-0.1828,0.844,0.2328
-0.1745,0.8481,0.2267
-0.163,0.8518,0.2191
-0.1525,0.8576,0.2084
-0.1408,0.865,0.2011
-0.1281,0.8718,0.1957
-0.1203,0.8772,0.1911
-0.1093,0.8855,0.1847
-0.1015,0.8903,0.1774
-0.0944,0.8989,0.1745
-0.0868,0.9041,0.1659
-0.0805,0.9087,0.159
-0.0743,0.9172,0.1561
-0.0672,0.9233,0.151
-0.0643,0.9282,0.1466
-0.0611,0.9309,0.1398
-0.0492,0.9375,0.1383
-0.0411,0.9404,0.1339
-0.0316,0.9436,0.1312
-0.0272,0.9448,0.1285
-0.0169,0.9504,0.1266
-0.0142,0.9517,0.1271
-0.004,0.958,0.1244
0.0014,0.9629,0.1251
0.0082,0.9707,0.1232
0.0139,0.9737,0.1219
0.0178,0.981,0.1214
0.0207,0.9898,0.1197
0.0234,0.9925,0.1195
0.027,1.0015,0.1153
0.0288,1.0035,0.117
0.0344,1.0088,0.1168
0.039,1.0101,0.1202
0.0478,1.0159,0.1214
0.0559,1.0181,0.1217
0.0578,1.0198,0.1261
0.0639,1.023,0.129
0.0683,1.0233,0.1337
0.074,1.0264,0.1354
0.0769,1.0311,0.1402
0.0793,1.033,0.1424
0.0815,1.0343,0.1461
0.0796,1.0369,0.1478
0.0796,1.0435,0.1527
0.0786,1.0467,0.159
0.0744,1.0535,0.161
0.0752,1.0606,0.1651
0.0647,1.0672,0.1693
0.0515,1.0736,0.1708
0.0368,1.0792,0.1749
0.0241,1.088,0.1793
0.0117,1.0926,0.1793
-0.0015,1.0934,0.1837
-0.0157,1.098,0.1854
-0.0265,1.1034,0.1884
-0.0357,1.1041,0.1889
-0.0453,1.1009,0.1874
-0.0543,1.1,0.1879
-0.0621,1.0948,0.1874
-0.0689,1.09,0.1898
-0.0748,1.0853,0.192
-0.0787,1.0758,0.194
-0.0834,1.0662,0.1947
-0.0878,1.0562,0.1974
-0.09,1.044,0.2045
-0.0966,1.0338,0.2079
-0.1132,1.0211,0.2116
-0.1362,1.0088,0.214
-0.1576,0.9947,0.2177
-0.1862,0.9869,0.2199
-0.2043,0.9776,0.2262
-0.217,0.969,0.2343
-0.2253,0.9539,0.2421
-0.2319,0.9431,0.2472
-0.2353,0.9309,0.2534
-0.237,0.9221,0.2599
-0.24,0.9141,0.2646
-0.2375,0.9038,0.269
-0.2385,0.8955,0.2717
-0.236,0.8874,0.2785
-0.2292,0.882,0.2866
-0.2248,0.8767,0.2937
-0.2136,0.8737,0.3029
-0.2016,0.874,0.3105
-0.1882,0.8762,0.3203
-0.1725,0.8794,0.3252
-0.1608,0.8886,0.3293
-0.1469,0.9031,0.3303
-0.1388,0.9185,0.3298
-0.1266,0.9336,0.3276
-0.1178,0.9544,0.3296
-0.1073,0.9803,0.3259
-0.0958,1.0037,0.3249
-0.0873,1.0333,0.3271
-0.0809,1.0614,0.3266
-0.0716,1.0956,0.3318
-0.0665,1.1234,0.3342
-0.0587,1.1581,0.3352
-0.0519,1.1872,0.3327
-0.0487,1.2143,0.3357
-0.0409,1.2385,0.3313
-0.0304,1.2607,0.3242
-0.0296,1.2873,0.322
-0.0269,1.312,0.31
-0.0091,1.3179,0.2988
0.0026,1.3242,0.2785
0.027,1.3277,0.2573
0.0471,1.3281,0.2348
0.0664,1.3213,0.2101
0.0859,1.3152,0.1862
0.1055,1.3042,0.1588
0.1216,1.2954,0.131
0.1333,1.2849,0.1029
0.1477,1.2676,0.0709
0.1597,1.2534,0.0403
0.1705,1.2375,0.0098
0.1753,1.2206,-0.0281
0.1856,1.2082,-0.0552
0.1907,1.1918,-0.0901
0.1915,1.1772,-0.1192
0.1954,1.163,-0.1478
0.1988,1.1474,-0.1722
0.198,1.1288,-0.2003
0.1924,1.119,-0.2237
0.1885,1.1027,-0.2404
0.1834,1.0897,-0.2541
0.181,1.0714,-0.2653
0.1753,1.0575,-0.2665
0.1778,1.0455,-0.2689
0.1783,1.0294,-0.2653
0.1736,1.0152,-0.2602
0.1749,1.0054,-0.2492
0.1739,0.9915,-0.236
0.1697,0.9793,-0.2179
0.168,0.97,-0.2006
0.1651,0.9605,-0.1791
0.159,0.9492,-0.1578
0.1548,0.9375,-0.1361
0.1497,0.9285,-0.1099
0.1419,0.9199,-0.0818
0.1343,0.9119,-0.053
0.1279,0.9053,-0.0266
0.1216,0.8987,0.0037
0.1143,0.8903,0.0318
0.1067,0.8855,0.0587
0.0989,0.8825,0.0877
0.0906,0.8806,0.1168
0.0823,0.8755,0.1432
0.074,0.8791,0.17
0.0674,0.8779,0.1945
0.0647,0.8796,0.2162
0.0544,0.883,0.2375
0.0483,0.8874,0.2507
0.0442,0.8923,0.2663
0.039,0.8974,0.2778
0.0314,0.9023,0.2848
0.0275,0.908,0.2888
0.0246,0.9138,0.291
0.0187,0.9177,0.2898
0.017,0.9248,0.2881
0.0124,0.9297,0.2812
0.0058,0.9375,0.2778
0.0019,0.9412,0.2758
-0.0047,0.9482,0.268
-0.0118,0.9497,0.2626
-0.0199,0.9548,0.2553
-0.0245,0.9605,0.247
-0.0306,0.9673,0.2389
-0.0387,0.972,0.2309
-0.0394,0.9788,0.2208
-0.0475,0.9859,0.2167
-0.0541,0.9939,0.2096
-0.0663,1.0071,0.2028
-0.0729,1.0147,0.193
-0.0675,1.0184,0.1874
-0.0641,1.0194,0.1771
-0.0667,1.0282,0.1695
-0.0665,1.0335,0.162
-0.0682,1.0401,0.1566
-0.0763,1.0472,0.1459
-0.0783,1.0523,0.1363
-0.0785,1.0584,0.1285
-0.0817,1.0675,0.1207
-0.0856,1.0689,0.1121
-0.0885,1.0723,0.1063
-0.089,1.0736,0.0963
-0.0851,1.0746,0.0889
-0.0875,1.0753,0.0806
-0.0848,1.0719,0.0726
-0.087,1.0719,0.0621
-0.0819,1.0692,0.0525
-0.0783,1.0655,0.045
-0.0785,1.0614,0.0381
-0.0741,1.055,0.0284
-0.0692,1.0499,0.024
-0.0709,1.0433,0.013
-0.0621,1.0335,0.0086
-0.055,1.0189,0.001
-0.0423,1.0093,-0.0012
-0.0343,1.0003,-0.0024
-0.0201,0.9947,-0.0037
-0.0101,0.9764,-0.0066
0.0024,0.9705,-0.0061
0.0082,0.961,-0.0046
0.0141,0.9514,-0.0039
0.0239,0.9461,0.0037
0.0346,0.9353,0.0088
0.0464,0.9248,0.0135
0.0591,0.9175,0.0213
0.071,0.9104,0.0301
0.0769,0.908,0.0379
0.0835,0.9016,0.0469
0.0898,0.9004,0.0555
0.1008,0.8965,0.0638
0.1101,0.8921,0.0748
0.1228,0.8916,0.0826
0.1358,0.8862,0.0946
0.145,0.8869,0.109
0.1538,0.8852,0.1234
0.1587,0.8886,0.1341
0.1678,0.8862,0.149
0.1714,0.8842,0.1588
0.1763,0.8874,0.1676
0.18,0.885,0.1776
0.1819,0.8855,0.1876
0.1846,0.8852,0.192
0.1856,0.886,0.2011
0.1824,0.8889,0.205
0.1832,0.8884,0.2079
0.1817,0.8889,0.2084
0.1692,0.8945,0.2074
0.146,0.9019,0.2018
0.126,0.9016,0.1967
0.1082,0.9008,0.1894
0.0962,0.9055,0.1852
0.0884,0.9004,0.181
0.0832,0.9041,0.172
0.0754,0.9031,0.1671
0.0766,0.8999,0.162
0.073,0.9016,0.1571
0.0691,0.9021,0.1525
0.0664,0.9031,0.1456
0.0652,0.8996,0.142
0.0573,0.9031,0.1368
0.0544,0.905,0.1319
0.0532,0.907,0.128
0.0503,0.9133,0.1232
0.0449,0.9143,0.1188
0.0425,0.9182,0.1178
0.0392,0.9211,0.1168
0.0368,0.9243,0.1134
0.0375,0.9265,0.1114
0.0285,0.9309,0.1119
0.0253,0.9319,0.1085
0.0239,0.936,0.1082
0.02,0.9343,0.1097
0.018,0.9365,0.1099
0.0151,0.9363,0.1082
0.0063,0.9373,0.108
0.0046,0.9385,0.1082
0.0029,0.9368,0.1104
0.0007,0.9346,0.1092
-0.0015,0.9324,0.1092
-0.0074,0.9316,0.1065
-0.0204,0.9336,0.1068
-0.0279,0.9304,0.1085
-0.0321,0.9275,0.1119
-0.0311,0.927,0.1143
-0.0284,0.9214,0.118
-0.0301,0.9214,0.121
-0.0304,0.9168,0.1271
-0.0289,0.917,0.1339
-0.0257,0.915,0.1405
-0.0262,0.9106,0.1471
-0.0211,0.908,0.1544
-0.0137,0.9084,0.1583
-0.011,0.9097,0.1637
-0.0106,0.9119,0.1717
-0.0013,0.9116,0.1801
-0.0037,0.9153,0.1867
-0.0032,0.9182,0.1955
0.0036,0.9221,0.1996
0.0036,0.9246,0.2047
0.0051,0.9321,0.2101
0.0051,0.9353,0.2099
0.0048,0.939,0.2123
0.0097,0.9419,0.214
0.0112,0.9439,0.2135
0.0158,0.9473,0.2111
0.0158,0.947,0.2116
0.0156,0.9468,0.2094
0.0158,0.9485,0.2096
0.0229,0.9517,0.2091
0.017,0.959,0.2094
0.0222,0.9602,0.2082
0.0268,0.9617,0.2094
0.0248,0.97,0.2033
0.0312,0.9712,0.2001
0.0341,0.971,0.1991
0.0363,0.972,0.1928
0.0363,0.9722,0.1886
0.0392,0.9744,0.1867
0.0422,0.9717,0.1835
0.0461,0.9737,0.1818
0.0486,0.9744,0.1803
0.0525,0.9715,0.1784
0.0534,0.9737,0.1808
0.0495,0.9727,0.1791
0.0473,0.9739,0.181
0.0486,0.9734,0.1796
0.0434,0.9771,0.1806
0.041,0.9837,0.1845
0.0361,0.9866,0.1889
0.0341,0.991,0.1915
0.0351,0.9925,0.1984
0.0371,0.9991,0.202
0.0395,0.9966,0.2101
0.0442,0.9981,0.2177
0.0471,0.9988,0.2196
0.0512,1.0022,0.225
0.0556,0.9998,0.2331
0.0617,1.001,0.2404
0.0676,0.9937,0.2451
0.0705,0.9944,0.2529
0.0747,0.9991,0.2626
0.073,1.0071,0.2719
0.0718,1.0103,0.2819
0.0732,1.0071,0.292
0.0783,1.0071,0.2986
0.0842,1.0003,0.3022
0.0898,0.9978,0.3115
0.0928,0.9927,0.3164
0.1021,0.9827,0.323
0.1101,0.9803,0.3279
0.116,0.9717,0.3337
0.1226,0.9639,0.3423
0.1267,0.9563,0.3477
0.1257,0.9492,0.3579
0.1287,0.9468,0.3628
0.1277,0.9453,0.3723
0.1243,0.9439,0.377
0.1206,0.9412,0.3821
0.1228,0.9353,0.3843
0.1235,0.9326,0.3904
0.1187,0.9319,0.3931
0.1121,0.9297,0.3975
0.1113,0.9312,0.3989
0.1057,0.9304,0.4014
0.0999,0.9297,0.4004
0.0947,0.9319,0.4048
0.0903,0.9353,0.4036
0.0876,0.939,0.4019
0.0818,0.9431,0.3994
0.0793,0.948,0.3967
0.0747,0.9563,0.3926
0.0683,0.969,0.3906
0.063,0.9761,0.384
0.0617,0.9869,0.3782
0.0576,0.9966,0.3689
0.0549,1.0108,0.3589
0.0456,1.0225,0.3472
0.0392,1.0416,0.3379
0.0312,1.0565,0.3293
0.0222,1.0738,0.3169
0.0112,1.087,0.3034
0.0016,1.1044,0.2885
-0.0045,1.1127,0.2751
-0.0201,1.1234,0.2599
-0.0272,1.1356,0.238
-0.0323,1.1439,0.2162
-0.0372,1.1466,0.1937
-0.0445,1.1562,0.1722
-0.0489,1.1613,0.149
-0.0553,1.1642,0.1232
-0.0614,1.1732,0.0989
-0.0672,1.1732,0.0755
-0.0716,1.1774,0.0559
-0.0831,1.1837,0.0359
-0.0934,1.1931,0.024
-0.098,1.1974,0.0135
-0.1027,1.2036,0.0005
-0.1117,1.2109,-0.0115
-0.1244,1.2199,-0.0186
-0.142,1.2248,-0.0239
-0.1523,1.2329,-0.0266
-0.1532,1.2372,-0.0315
-0.1593,1.2394,-0.0337
-0.1486,1.2397,-0.0369
-0.1413,1.2377,-0.0408
-0.1281,1.2309,-0.0447
-0.1132,1.2241,-0.0466
-0.0966,1.215,-0.0454
-0.0812,1.2084,-0.0444
-0.0689,1.1945,-0.042
-0.0594,1.1801,-0.0386
-0.0516,1.1725,-0.0369
-0.047,1.1613,-0.0254
-0.0472,1.1469,-0.0146
-0.0487,1.1374,-0.0039
-0.0499,1.1222,0.0039
-0.0553,1.1139,0.0135
-0.0565,1.0948,0.0186
-0.0697,1.0804,0.0266
-0.0939,1.0706,0.0386
-0.1166,1.0562,0.0506
-0.1418,1.0457,0.0618
-0.162,1.0399,0.0748
-0.1825,1.0301,0.0902
-0.1916,1.0189,0.1053
-0.2043,1.0069,0.1161
-0.2075,0.9939,0.1295
-0.205,0.9827,0.1424
-0.2087,0.971,0.1517
-0.2055,0.9627,0.1647
-0.2077,0.9573,0.1732
-0.2082,0.9556,0.1847
-0.2041,0.9492,0.1918
-0.2028,0.9453,0.1979
-0.1984,0.9441,0.2008
-0.1953,0.9426,0.2028
-0.1914,0.9399,0.2035
-0.1897,0.9424,0.2045
-0.186,0.9451,0.2018
-0.1811,0.9443,0.1979
-0.1789,0.9429,0.193
-0.1718,0.9443,0.1886
-0.1669,0.9446,0.183
-0.1672,0.9451,0.1784
-0.162,0.948,0.174
-0.1601,0.9461,0.1708
-0.1523,0.9482,0.1678
-0.1501,0.947,0.1649
-0.1457,0.9507,0.1637
-0.1418,0.95,0.162
-0.1442,0.9561,0.1642
-0.1445,0.9607,0.1627
-0.151,0.9683,0.1637
-0.1554,0.9759,0.1644
-0.1501,0.9788,0.1649
-0.1405,0.9827,0.1632
-0.1337,0.9878,0.1637
-0.1264,0.9922,0.1634
-0.1168,0.9947,0.1564
-0.1093,0.9998,0.1549
-0.1054,1.0052,0.1507
-0.0985,1.0076,0.1456
-0.1005,1.0086,0.1385
-0.0961,1.0144,0.1344
-0.1015,1.0135,0.1297
-0.0985,1.0196,0.1236
-0.1017,1.0179,0.1166
-0.1044,1.0184,0.1119
-0.1066,1.0147,0.107
-0.1051,1.014,0.0992
-0.1088,1.0157,0.0968
-0.111,1.012,0.0948
-0.1083,1.0098,0.0924
-0.1105,1.0071,0.0933
-0.1102,1.0039,0.0928
-0.1098,0.9993,0.0914
-0.1144,0.9981,0.0948
-0.1139,0.9949,0.0992
-0.1117,0.9898,0.1043
-0.111,0.9893,0.1087
-0.1083,0.9795,0.1138
-0.1063,0.9778,0.1227
-0.1051,0.9756,0.1307
-0.1051,0.9746,0.1398
-0.1017,0.9698,0.1493
-0.0993,0.9634,0.1512
-0.0917,0.9575,0.1542
-0.089,0.9539,0.1593
-0.0831,0.9439,0.1617
-0.0834,0.9375,0.1661
-0.0831,0.936,0.1698
-0.0856,0.9346,0.1754
-0.0895,0.9316,0.1798
-0.0861,0.9263,0.1879
-0.0844,0.9192,0.1789
-0.079,0.9138,0.1654
-0.0758,0.9143,0.1539
-0.0829,0.9087,0.1293
-0.0834,0.908,0.1024
-0.0914,0.9058,0.0897
-0.1002,0.9075,0.0853
-0.1012,0.9055,0.0865
-0.1027,0.9102,0.1024
-0.1076,0.9172,0.1253
-0.1127,0.9211,0.1461
-0.1112,0.9287,0.1671
-0.1058,0.9231,0.1784
-0.1005,0.9233,0.1876
-0.0968,0.9243,0.1952
-0.0961,0.9272,0.2023
-0.0983,0.9294,0.2062
-0.0993,0.9319,0.2199
-0.0919,0.9336,0.2274
-0.0888,0.9299,0.2311
-0.0829,0.929,0.2328
-0.0795,0.9287,0.2338
-0.0775,0.9304,0.2321
-0.0792,0.9299,0.224
-0.0765,0.9324,0.2121
-0.0829,0.9346,0.1964
-0.1005,0.9429,0.182
-0.1115,0.9485,0.1742
-0.1039,0.9539,0.1578
-0.0949,0.9539,0.1368
-0.0773,0.9544,0.1219
-0.0692,0.9519,0.1094
-0.0685,0.9534,0.1002
-0.0675,0.9585,0.0928
-0.0682,0.9646,0.0875
-0.0741,0.97,0.0855
-0.0721,0.9715,0.0882
-0.0758,0.9707,0.0977
-0.0699,0.9746,0.1109
-0.0716,0.9786,0.1241
-0.0726,0.9793,0.1339
-0.0787,0.9827,0.1463
-0.08,0.9822,0.15
-0.0763,0.9798,0.1571
-0.0739,0.9778,0.1683
-0.078,0.9786,0.1725
-0.0853,0.9842,0.1874
-0.0844,0.9861,0.1984
-0.0709,0.9827,0.2025
-0.0611,0.9829,0.2072
-0.045,0.9764,0.2091
-0.0309,0.9768,0.2064
-0.0235,0.9727,0.2067
-0.0206,0.9759,0.2035
-0.0123,0.972,0.202
-0.0079,0.9783,0.2057
-0.0037,0.9854,0.2089
-0.0037,0.9864,0.2165
-0.002,0.9856,0.2282
0.0016,0.9859,0.2389
0.0026,0.9854,0.2492
0.0087,0.9761,0.2575
0.0168,0.9722,0.2695
0.0204,0.9712,0.2839
0.0219,0.9707,0.2988
0.0139,0.9715,0.3095
-0.0015,0.971,0.3183
-0.0355,0.9795,0.3288
-0.0093,0.9544,0.3296
-0.0174,0.9558,0.2983
-0.0206,0.9453,0.3176
-0.0206,0.9358,0.3447
-0.015,0.9275,0.3709
-0.0154,0.9187,0.3892
-0.0103,0.9143,0.4011
-0.0142,0.9111,0.4107
-0.0154,0.9116,0.4178
-0.0199,0.9119,0.4217
-0.0238,0.9063,0.417
-0.0284,0.9072,0.4141
-0.036,0.9019,0.406
-0.044,0.8987,0.3938
-0.0382,0.894,0.3953
-0.0331,0.8957,0.3965
-0.0357,0.886,0.3984
-0.0604,0.8891,0.3318
-0.0338,0.8882,0.342
-0.0396,0.8877,0.3716
-0.0318,0.8842,0.3955
-0.034,0.8903,0.3992
-0.0269,0.9006,0.3926
-0.0213,0.9038,0.3923
-0.0223,0.9008,0.3931
-0.0313,0.9004,0.3931
-0.0445,0.8996,0.3906
-0.0487,0.8979,0.3814
-0.047,0.8962,0.3731
-0.0472,0.8901,0.3689
-0.0475,0.8894,0.3626
-0.0487,0.8879,0.355
-0.0494,0.8879,0.3506
-0.0523,0.8884,0.3484
-0.0589,0.8874,0.3464
-0.0604,0.8911,0.3501
-0.0592,0.8989,0.3464
-0.0709,0.9008,0.3359
-0.0682,0.9033,0.346
-0.0616,0.9011,0.3596
-0.0611,0.9006,0.3711
-0.0626,0.9006,0.3753
-0.0646,0.9019,0.3794
-0.0655,0.9023,0.3818
-0.066,0.9019,0.385
-0.0541,0.8989,0.3894
-0.0611,0.8989,0.3923
-0.0665,0.8979,0.3943
-0.0628,0.895,0.3928
-0.0626,0.8957,0.396
-0.0655,0.895,0.398
-0.066,0.8972,0.4019
-0.0687,0.9004,0.4058
-0.0594,0.8945,0.4063
-0.0357,0.8874,0.4261
-0.0604,0.9019,0.449
-0.0741,0.907,0.4126
-0.0611,0.9001,0.3975
-0.0582,0.9036,0.3982
-0.0702,0.9063,0.3997
-0.0714,0.9109,0.4065
-0.0672,0.9138,0.4041
-0.0584,0.9089,0.3994
-0.0541,0.908,0.398
-0.0531,0.9124,0.3933
-0.044,0.9082,0.3806
-0.0389,0.9131,0.3801
-0.0379,0.9153,0.3801
-0.0396,0.9155,0.3787
-0.0418,0.9209,0.3748
-0.0438,0.926,0.3731
-0.0453,0.9297,0.3704
-0.0536,0.9329,0.3748
-0.058,0.9365,0.3743
-0.024,0.9202,0.3699
-0.0103,0.9182,0.3872
-0.0575,0.9419,0.3731
-0.0751,0.9487,0.3677
-0.077,0.9531,0.3623
-0.0646,0.9478,0.3628
-0.0699,0.9526,0.3621
-0.0807,0.9593,0.3591
-0.0724,0.961,0.3518
-0.0636,0.9509,0.3606
-0.0633,0.9448,0.3621
-0.0636,0.9412,0.3672
-0.068,0.9421,0.3709
-0.0704,0.9421,0.3713
-0.0704,0.9392,0.3789
-0.0694,0.9326,0.3782
-0.0553,0.9231,0.3833
-0.0592,0.9199,0.3799
-0.0675,0.9226,0.385
-0.0721,0.9229,0.3836
-0.0699,0.9207,0.3982
-0.0582,0.9146,0.3848
-0.034,0.8974,0.385
-0.0226,0.8874,0.3767
-0.0201,0.8781,0.3806
-0.0228,0.8772,0.387
-0.0309,0.8813,0.3875
-0.0382,0.8852,0.3853
-0.0404,0.8884,0.3848
-0.0497,0.8977,0.384
-0.0414,0.8999,0.3765
-0.0274,0.8947,0.3806
-0.0296,0.8989,0.3828
-0.0345,0.9026,0.3853
-0.0318,0.9092,0.3836
-0.0321,0.9121,0.3789
-0.0318,0.915,0.3774
-0.0284,0.9182,0.3777
-0.0282,0.916,0.377
-0.0274,0.9175,0.3691
-0.0238,0.9207,0.3648
-0.0265,0.9258,0.3594
-0.0279,0.9314,0.3577
-0.0313,0.9338,0.356
-0.0274,0.9307,0.3523
-0.0257,0.9353,0.3469
-0.0269,0.9363,0.3467
-0.0306,0.9382,0.3381
-0.0201,0.9363,0.3359
-0.0223,0.9397,0.3315
-0.0267,0.9431,0.332
-0.0269,0.9458,0.3293
-0.0326,0.9509,0.3291
-0.0414,0.9526,0.3301
-0.0396,0.9563,0.3213
-0.0248,0.95,0.3208
-0.0301,0.9563,0.3203
-0.0287,0.9573,0.3237
-0.0331,0.9598,0.3308
-0.0304,0.9575,0.3315
-0.0269,0.9583,0.3335
-0.0279,0.9563,0.3376
-0.0372,0.9668,0.3403
-0.0211,0.9622,0.3366
-0.0213,0.9605,0.3369
-0.026,0.9685,0.3381
-0.0289,0.9754,0.3408
-0.0245,0.9759,0.3369
-0.0221,0.9842,0.3342
-0.0167,0.9934,0.3364
-0.0182,1.0025,0.3313
-0.0147,1.0147,0.3286
-0.0128,1.0277,0.3217
-0.0147,1.0411,0.3225
-0.0182,1.0579,0.3247
-0.0213,1.0731,0.3235
-0.0128,1.0826,0.3213
-0.0115,1.0953,0.3242
-0.013,1.1075,0.3244
-0.0089,1.118,0.3266
-0.0067,1.128,0.3237
-0.0042,1.1361,0.3217
-0.0054,1.1417,0.3227
-0.0049,1.1469,0.322
-0.0045,1.1508,0.322
-0.0049,1.1508,0.3239
-0.0057,1.1549,0.3266
-0.0035,1.1537,0.3301
0.0004,1.1542,0.332
-0.0003,1.1554,0.3354
0.0034,1.1549,0.343
0.0053,1.1547,0.3455
0.0078,1.1569,0.3496
0.0102,1.1569,0.3543
0.0109,1.1579,0.3572
-0.0846,1.1249,0.2946
-0.0602,1.1503,0.2817
0.0143,1.154,0.3618
0.0473,1.1378,0.4058
0.0402,1.1623,0.3821
0.0268,1.1713,0.3877
0.0121,1.1745,0.3704
0.0024,1.1723,0.3628
-0.0025,1.1718,0.3638
-0.0001,1.172,0.3689
0.0036,1.1757,0.3789
0.008,1.1918,0.3711
0.0234,1.1904,0.3628
0.0288,1.1684,0.4006
0.0161,1.1703,0.4158
0.0073,1.1686,0.42
0.0041,1.1718,0.4134
0.0056,1.1769,0.4053
0.0058,1.1745,0.3906
0.0087,1.1798,0.386
0.0063,1.1789,0.3992
0.0029,1.183,0.3999
-0.0025,1.1859,0.398
-0.012,1.1909,0.4004
-0.0132,1.1889,0.4048
-0.0213,1.1906,0.4124
-0.0245,1.1913,0.4073
-0.0108,1.182,0.4011
-0.0186,1.182,0.3965
-0.026,1.1864,0.3945
-0.0309,1.1833,0.3901
-0.0335,1.1798,0.386
-0.0379,1.1842,0.3801
-0.0443,1.1877,0.374
-0.0487,1.1896,0.3674
-0.0543,1.1962,0.3608
-0.0421,1.1909,0.3499
-0.0382,1.1882,0.3484
-0.0411,1.1921,0.3423
-0.047,1.1972,0.3408
-0.046,1.197,0.3366
-0.0458,1.2004,0.3318
-0.0497,1.2014,0.3283
-0.0516,1.2043,0.3227
-0.0523,1.206,0.322
-0.1078,1.2333,0.4131
-0.1647,1.2693,0.3811
-0.0162,1.1992,0.3071
-0.0201,1.1935,0.3042
-0.0277,1.1999,0.2756
-0.023,1.1935,0.2951
-0.0572,1.2023,0.3286
-0.0993,1.2182,0.3535
-0.1525,1.2426,0.4346
-0.1166,1.2172,0.3574
-0.1457,1.2126,0.4849
-0.108,1.1953,0.3916
0.0637,1.1056,0.2096
0.19,1.0301,0.0386
0.2183,1.0086,-0.062
0.1531,1.0208,-0.0608
0.0749,1.0401,0.0115
0.0141,1.0616,0.0653
-0.0079,1.0692,0.0692
-0.0013,1.0604,0.0899
0.007,1.0506,0.1146
0.0151,1.044,0.1266
0.0305,1.0367,0.129
0.0432,1.026,0.1234
0.049,1.0191,0.119
0.0505,1.0096,0.1124
0.0503,0.9988,0.1051
0.0556,0.9895,0.0989
0.0613,0.9754,0.0884
0.0657,0.9627,0.0833
0.073,0.9558,0.0855
0.0705,0.9478,0.1266
0.0937,0.9294,0.0564
0.1057,0.8967,0.0337
0.1109,0.8708,0.0594
0.1221,0.8806,0.0902
0.145,0.8896,0.096
0.1668,0.8869,0.0892
0.178,0.8845,0.0841
0.1922,0.8757,0.0865
0.2007,0.864,0.086
0.2039,0.8491,0.0806
0.2042,0.8356,0.0816
0.2083,0.8229,0.0814
0.2149,0.811,0.0782
0.2247,0.7949,0.0738
0.224,0.7833,0.0784
0.2105,0.7797,0.0823
0.2127,0.7753,0.0799
0.2171,0.7638,0.0819
0.2164,0.7599,0.0806
0.2039,0.7606,0.0863
0.1902,0.7636,0.0914
0.1834,0.7665,0.0836
0.1895,0.7655,0.0872
0.1783,0.776,0.0992
0.1617,0.7895,0.1072
0.1502,0.7995,0.1126
0.146,0.8041,0.117
0.1416,0.8105,0.1258
0.1287,0.8224,0.1351
0.1331,0.83,0.14
0.1311,0.8381,0.1451
0.1309,0.8481,0.1527
0.1218,0.8576,0.1615
0.1135,0.8696,0.1688
0.1099,0.8757,0.1725
0.145,0.8571,0.1688
0.1238,0.8818,0.1845
0.0744,0.9221,0.1937
0.0559,0.9363,0.204
0.051,0.9402,0.2033
0.0569,0.9446,0.2064
0.0554,0.9434,0.2086
0.0578,0.9453,0.2099
0.0608,0.9458,0.2123
0.0583,0.9475,0.216
0.0581,0.9482,0.2199
0.0559,0.9497,0.2245
0.0471,0.9507,0.2255
0.0559,0.9468,0.2274
0.0942,0.9287,0.2282
0.0632,0.9519,0.2103
0.0483,0.9593,0.203
0.0373,0.9629,0.1862
0.0468,0.9707,0.1253
0.0461,0.9739,0.1549
0.038,0.982,0.1722
0.0422,0.9881,0.1595
0.0512,0.9893,0.1444
0.0598,0.9908,0.1275
0.0691,0.9869,0.0765
0.0808,0.9756,0.085
0.0547,0.9871,0.1437
0.0331,0.9981,0.149
0.0329,0.9981,0.1373
0.0349,0.9959,0.1305
0.0327,0.9925,0.1249
